Year,Country,Sustainability_Rank
1977,Botswana,125
1977,East Asia & Pacific (IDA & IBRD countries),126
1977,Turkmenistan,127
1977,Libya,128
1977,Cabo Verde,129
1977,IDA blend,130
1977,Kyrgyz Republic,131
1977,Latin America & Caribbean (excluding high income),132
1977,"Micronesia, Fed. Sts.",133
1977,IDA & IBRD total,134
1977,Honduras,135
1977,Small states,136
1977,Uzbekistan,137
1977,Upper middle income,137
1977,Nauru,138
1977,Pacific island small states,139
1977,Sudan,140
1977,Solomon Islands,140
1977,South Africa,141
1977,Latin America & the Caribbean (IDA & IBRD countries),142
1977,Fiji,143
1977,Kazakhstan,144
1977,Peru,145
1977,Saudi Arabia,146
1977,Cameroon,147
1977,Zimbabwe,148
1977,Late-demographic dividend,149
1977,Dominican Republic,150
1977,Zambia,150
1977,Tuvalu,151
1977,Bhutan,152
1977,Brazil,153
1977,Eswatini,154
1977,Comoros,155
1977,IBRD only,156
1977,Kiribati,156
1977,Azerbaijan,157
1977,Pakistan,158
1977,Nepal,160
1977,Latin America & Caribbean,161
1977,Mongolia,162
1977,Central African Republic,163
1977,Africa Western and Central,164
1977,Nigeria,164
1977,Tanzania,164
1977,Timor-Leste,164
1977,South Sudan,164
1977,Niger,164
1977,Sub-Saharan Africa (excluding high income),164
1977,Myanmar,164
1977,Senegal,164
1977,Papua New Guinea,164
1977,Middle East & North Africa (excluding high income),164
1977,El Salvador,164
1977,Heavily indebted poor countries (HIPC),164
1977,Rwanda,164
1977,South Asia,164
1977,Sierra Leone,164
1977,Burundi,164
1977,Middle East & North Africa (IDA & IBRD countries),164
1977,Middle East & North Africa,164
1977,Afghanistan,164
1977,South Asia (IDA & IBRD),164
1977,Madagascar,164
1977,Uganda,164
1977,Mauritania,164
1977,Mali,164
1977,"Congo, Dem. Rep.",164
1977,Liberia,164
1977,Benin,164
1977,Malawi,164
1977,Equatorial Guinea,164
1977,Arab World,164
1977,Mozambique,164
1977,Oman,164
1977,Bangladesh,164
1977,Sub-Saharan Africa,164
1977,Eritrea,164
1977,Somalia,164
1977,Togo,164
1977,Sub-Saharan Africa (IDA & IBRD countries),164
1977,Chad,164
1977,Angola,164
1977,Burkina Faso,164
1977,Pre-demographic dividend,164
1977,Ethiopia,164
1977,Lao PDR,164
1977,Least developed countries: UN classification,164
1977,Africa Eastern and Southern,164
1977,Low income,164
1977,Cambodia,164
1977,Thailand,165
1977,Namibia,166
1977,Morocco,167
1977,Low & middle income,168
1977,Guinea-Bissau,168
1977,"Gambia, The",169
1977,IDA only,169
1977,IDA total,169
1977,Guinea,169
1977,Djibouti,170
1977,Lower middle income,170
1977,Fragile and conflict affected situations,170
1977,Lesotho,170
1977,"Congo, Rep.",171
1977,Kenya,171
1977,Gabon,172
1977,Haiti,173
1977,Early-demographic dividend,174
1977,Ghana,174
1977,Marshall Islands,176
1977,"Yemen, Rep.",177
1977,Ecuador,178
1977,Middle income,179
1977,Guatemala,180
1977,Sao Tome and Principe,181
1977,Other small states,181
1977,India,182
1977,Indonesia,183
1977,Maldives,184
1977,Bolivia,184
1977,Algeria,186
1977,Nicaragua,187
