Year,Country,Sustainability_Rank
1982,Middle East & North Africa (IDA & IBRD countries),177
1982,Ghana,177
1982,Djibouti,177
1982,Lesotho,177
1982,Middle East & North Africa,178
1982,Guatemala,179
1982,Fragile and conflict affected situations,179
1982,Namibia,180
1982,El Salvador,181
1982,Myanmar,181
1982,Bolivia,182
1982,Cameroon,183
1982,IDA only,184
1982,Haiti,184
1982,Kenya,185
1982,Lower middle income,185
1982,Iraq,187
1982,South Africa,188
1982,IDA total,189
1982,Kiribati,190
1982,"Gambia, The",191
1982,Heavily indebted poor countries (HIPC),192
1982,"Congo, Rep.",192
1982,Middle East & North Africa (excluding high income),193
1982,South Asia,194
1982,Peru,195
1982,Mongolia,196
1982,Morocco,197
1982,Indonesia,198
1982,Nicaragua,199
1982,Pakistan,200
1982,Algeria,201
1982,Nepal,202
