Year,Country,Econ_Index,Economic_Rank,Institutional_Index,Institutional_Rank,Quality_Of_Life_Index_FA,Quality_of_Life_Rank,Sustainability_Index_FA,Sustainability_Rank,Ease_of_Living_Index,Global_EoLI_Rank
1977,Ivory Coast,-0.567961714,84,-0.59032,127,-1.109,154,-1.01139,175,-0.829,164
1977,Arab World,-0.383690286,50,-0.57921,124,-1.305,187,-0.88345,164,-0.83,165
1977,Central African Republic,-0.443816961,61,-0.64936,139,-1.23,179,-0.87285,163,-0.835,166
1977,Bhutan,-0.458001569,63,-0.63892,137,-1.255,182,-0.82128,152,-0.837,167
1977,Bolivia,-0.493211569,68,-0.62566,132,-1.132,159,-1.10844,184,-0.842,168
1977,Oman,-0.410584286,55,-0.57921,124,-1.32,188,-0.88345,164,-0.842,168
1977,Bangladesh,-0.330702412,41,-0.57921,124,-1.384,195,-0.88345,164,-0.844,169
1977,IBRD only,-0.81929,133,-0.58648,126,-1.057,148,-0.83538,156,-0.847,170
1977,Nicaragua,-0.884,153,-0.03708,24,-1.209,175,-1.34979,187,-0.856,171
1977,Marshall Islands,-0.699421714,99,-0.59376,129,-1.087,149,-1.01432,176,-0.856,171
1977,Brazil,-0.529,75,-1.16849,182,-0.891,134,-0.8311,153,-0.861,172
1977,Cambodia,-0.431626961,58,-0.57921,124,-1.359,192,-0.88345,164,-0.861,172
1977,"Yemen, Rep.",-0.737026923,108,-0.57293,123,-1.092,151,-1.01488,177,-0.862,173
1977,Fragile and conflict affected situations,-0.71431,102,-0.59544,130,-1.114,156,-0.99003,170,-0.866,174
1977,Least developed countries: UN classification,-0.068310731,27,-0.57921,124,-1.633,206,-0.88345,164,-0.866,174
1977,Low income,-0.111202051,36,-0.57921,124,-1.621,205,-0.88345,164,-0.872,175
1977,Azerbaijan,-0.5658,83,-0.85137,180,-1.119,157,-0.84603,157,-0.873,176
1977,Ethiopia,-0.044135294,21,-0.57921,124,-1.671,212,-0.88345,164,-0.873,176
1977,Burkina Faso,-0.530740294,76,-0.57921,124,-1.335,189,-0.88345,164,-0.877,177
1977,Eritrea,-0.044135294,21,-0.57921,124,-1.682,217,-0.88345,164,-0.877,177
1977,Kenya,-0.603586,93,-0.65659,142,-1.18,168,-0.99264,171,-0.877,177
1977,Liberia,-0.103758116,32,-0.57921,124,-1.652,208,-0.88345,164,-0.881,178
1977,Saudi Arabia,-0.389,51,-1.11332,181,-1.157,160,-0.77827,146,-0.897,179
1977,Iran,-0.801,128,-0.34361,70,-1.381,194,-0.86074,159,-0.899,180
1977,Benin,-0.032354412,19,-0.57921,124,-1.779,224,-0.88345,164,-0.908,181
1977,Guinea,-0.74506,111,-0.65944,144,-1.184,171,-0.96525,169,-0.91,182
1977,Maldives,-0.77196,120,-0.62566,132,-1.126,158,-1.10844,184,-0.91,182
1977,Guinea-Bissau,-0.74506,111,-0.65991,145,-1.19,172,-0.96325,168,-0.912,183
1977,Guatemala,-0.73792,109,-0.65346,140,-1.167,165,-1.04651,180,-0.913,184
1977,Pakistan,-0.85,144,-0.55505,122,-1.248,180,-0.85728,158,-0.917,185
1977,Middle income,-0.779729884,121,-0.65346,140,-1.163,163,-1.04627,179,-0.922,186
1977,Namibia,-0.79931,126,-0.5802,125,-1.29,184,-0.8921,166,-0.93,187
1977,Other small states,-0.83815,138,-0.63785,136,-1.161,162,-1.08805,181,-0.939,188
1977,Myanmar,-0.840805227,139,-0.57921,124,-1.304,186,-0.88345,164,-0.944,189
1977,"Congo, Rep.",-0.88365,152,-0.65659,142,-1.179,167,-0.99264,171,-0.947,190
1977,Comoros,-0.89548,156,-0.63514,135,-1.254,181,-0.83516,155,-0.947,190
1977,Senegal,-0.337164216,42,-0.57921,124,-1.676,213,-0.88345,164,-0.948,191
1977,"Gambia, The",-0.92349,162,-0.65944,144,-1.184,171,-0.96525,169,-0.955,192
1977,Papua New Guinea,-0.73371,106,-0.57921,124,-1.436,199,-0.88345,164,-0.963,193
1977,Middle East & North Africa (excluding high income),-0.787029429,122,-0.57921,124,-1.4,197,-0.88345,164,-0.964,194
1977,Gabon,-0.92349,162,-0.66197,146,-1.203,174,-0.99528,172,-0.967,195
1977,El Salvador,-0.955908235,168,-0.57921,124,-1.301,185,-0.88345,164,-0.972,196
1977,Heavily indebted poor countries (HIPC),-0.4715,66,-0.57921,124,-1.652,208,-0.88345,164,-0.973,197
1977,Rwanda,-0.370171316,47,-0.57921,124,-1.724,222,-0.88345,164,-0.973,197
1977,South Asia,-0.911,159,-0.57921,124,-1.347,190,-0.88345,164,-0.977,198
1977,Sierra Leone,-0.426785294,57,-0.57921,124,-1.708,220,-0.88345,164,-0.982,199
1977,Mongolia,-0.704022727,100,-0.73432,167,-1.418,198,-0.87036,162,-0.986,200
1977,Burundi,-0.524420294,73,-0.57921,124,-1.652,208,-0.88345,164,-0.987,201
1977,Middle East & North Africa (IDA & IBRD countries),-1.003595429,178,-0.57921,124,-1.352,191,-0.88345,164,-1.001,202
1977,Middle East & North Africa,-1.003595429,178,-0.57921,124,-1.393,196,-0.88345,164,-1.016,203
1977,Nepal,-0.843,140,-0.37642,78,-1.67,211,-0.86848,160,-1.02,204
1977,South Asia (IDA & IBRD),-0.81575,132,-0.57921,124,-1.559,201,-0.88345,164,-1.027,205
1977,Madagascar,-0.77196,120,-0.57921,124,-1.596,202,-0.88345,164,-1.029,206
1977,Uganda,-0.720253684,103,-0.57921,124,-1.639,207,-0.88345,164,-1.031,207
1977,Mauritania,-0.998185143,177,-0.57921,124,-1.467,200,-0.88345,164,-1.04,208
1977,Mali,-0.699421714,99,-0.57921,124,-1.69,219,-0.88345,164,-1.044,209
1977,Nigeria,-0.762055714,115,-0.57921,124,-1.652,208,-0.88345,164,-1.046,210
1977,Malawi,-0.77196,120,-0.57921,124,-1.671,212,-0.88345,164,-1.055,211
1977,Niger,-0.762055714,115,-0.57921,124,-1.679,215,-0.88345,164,-1.055,211
1977,South Sudan,-0.81371,131,-0.57921,124,-1.685,218,-0.88345,164,-1.07,212
1977,Timor-Leste,-0.93291,165,-0.57921,124,-1.599,203,-0.88345,164,-1.07,212
1977,Algeria,-0.878,150,0.0078,20,-1.887,225,-1.28874,186,-1.071,213
1977,Tanzania,-0.918677619,160,-0.57921,124,-1.615,204,-0.88345,164,-1.072,214
1977,"Congo, Dem. Rep.",-0.89548,156,-0.57921,124,-1.652,208,-0.88345,164,-1.079,215
1977,Pre-demographic dividend,-0.86681,148,-0.57921,124,-1.676,213,-0.88345,164,-1.081,216
1977,Chad,-0.89853,157,-0.57921,124,-1.664,210,-0.88345,164,-1.084,217
1977,Somalia,-0.911,159,-0.57921,124,-1.67,211,-0.88345,164,-1.09,218
1977,Mozambique,-0.840805227,139,-0.57921,124,-1.725,223,-0.88345,164,-1.091,219
1977,Equatorial Guinea,-0.938134706,166,-0.57921,124,-1.677,214,-0.88345,164,-1.099,220
1977,Togo,-0.93291,165,-0.57921,124,-1.718,221,-0.88345,164,-1.112,221
1977,Angola,-0.872202571,149,-0.57921,124,-1.89,226,-0.88345,164,-1.157,222
1977,Africa Eastern and Southern,-0.872202571,149,-0.57921,124,-1.933,227,-0.88345,164,-1.172,223
1977,Afghanistan,-0.872202571,149,-0.57921,124,-1.965,228,-0.88345,164,-1.183,224
1977,Africa Western and Central,-0.872202571,149,-0.57921,124,-1.976,229,-0.88345,164,-1.187,225
1978,Sweden,0.391,4,-0.23084,47,0.873,3,0.55352,7,0.429,1
1978,Faroe Islands,-0.43685,67,0.16007,5,1.016,1,0.86425,1,0.416,2
1978,Denmark,0.314,6,-0.13606,25,0.812,5,0.54461,8,0.41,3
1978,Slovenia,0.303090909,7,0.02829,10,0.481,30,0.81553,3,0.374,4
1978,Taiwan,0.458238095,2,-0.24725,55,0.654,17,0.20715,43,0.313,5
1978,Switzerland,0.166,14,-0.15891,31,0.577,20,0.6656,5,0.304,6
1978,Puerto Rico,0.19008,13,-0.12227,22,0.678,15,0.27007,30,0.295,7
1978,Australia,-0.17,45,0.0954,8,0.78,6,0.18217,48,0.282,8
1978,Austria,0.136,15,-0.23995,51,0.511,26,0.84539,2,0.28,9
1978,United States,0.021,20,-0.11261,21,0.729,9,0.29022,28,0.276,10
1978,Qatar,0.222,10,-0.16563,32,0.444,37,0.59173,6,0.258,11
1978,Norway,0.099,18,-0.18596,36,0.679,14,0.22225,38,0.249,12
1978,Bermuda,-0.053325294,25,-0.17282,33,0.726,10,0.34213,22,0.249,12
1978,Iceland,-0.22,48,-0.03314,18,0.758,8,0.26713,33,0.242,13
1978,Belgium,-0.133,42,-0.14655,28,0.664,16,0.49414,11,0.237,14
1978,Netherlands,0.216,11,-0.23555,50,0.387,50,0.68755,4,0.234,15
1978,Japan,0.091,19,-0.24235,52,0.532,22,0.54044,9,0.229,16
1978,Kuwait,0.214,12,-0.09924,20,0.328,56,0.43222,14,0.208,17
1978,Greece,-0.654,104,0.13436,7,0.942,2,0.02297,75,0.203,18
1978,North America,-0.50698,77,-0.02291,17,0.833,4,0.21332,42,0.191,19
1978,Canada,-0.429,64,0.00931,12,0.726,10,0.22174,39,0.182,20
1978,Cuba,-0.004888974,23,-0.15428,30,0.491,27,0.14503,56,0.154,21
1978,OECD members,0.004385714,22,-0.2009,38,0.427,42,0.29599,27,0.145,22
1978,Germany,-0.206,47,0.0051,13,0.477,31,0.11621,60,0.134,23
1978,Czech Republic,-0.0575,27,-0.23126,48,0.441,39,0.2602,34,0.121,24
1978,Slovakia,-0.098676471,35,-0.18178,35,0.463,32,0.17924,50,0.119,25
1978,Euro area,-0.070854117,31,-0.21904,42,0.488,28,0.12796,58,0.118,26
1978,Israel,-0.638,102,-0.1385,26,0.72,11,0.32906,23,0.107,27
1978,Argentina,-0.182,46,0.16222,4,0.084,73,0.37138,19,0.08,28
1978,Hong Kong,-0.352,55,-0.44403,91,0.616,18,0.35432,20,0.07,29
1978,Croatia,0.019794872,21,-0.37241,79,0.324,57,0.22124,40,0.058,30
1978,Romania,-0.560815789,89,-0.0483,19,0.443,38,0.29986,26,0.048,31
1978,France,-0.47,71,-0.2012,39,0.585,19,0.06361,67,0.046,32
1978,Post-demographic dividend,-0.90654,159,-0.17513,34,0.702,12,0.43615,13,0.041,33
1978,New Zealand,-0.706,108,-0.19667,37,0.763,7,-0.00653,78,0.04,34
1978,Suriname,0.32602,5,-0.14399,27,0.027,82,-0.1475,93,0.033,35
1978,United Arab Emirates,0.906,1,-0.68395,156,-0.091,95,-0.0465,79,0.017,36
1978,Finland,-0.388,58,-0.42929,88,0.518,23,0.26876,32,0.017,36
1978,Sint Maarten (Dutch part),-0.63256,101,-0.2221,44,0.513,25,0.3426,21,0.017,36
1978,Antigua and Barbuda,-0.277227714,53,-0.34444,71,0.314,59,0.30204,25,-0.0,37
1978,United Kingdom,-0.638,102,-0.42354,85,0.692,13,0.13367,57,-0.003,38
1978,Poland,-0.411,62,-0.3334,69,0.432,41,0.19665,46,-0.005,39
1978,Montenegro,-0.2765,52,-0.2884,61,0.421,45,-0.08285,84,-0.006,40
1978,Europe & Central Asia (IDA & IBRD countries),-0.065604117,29,-0.45855,95,0.247,65,0.23427,35,-0.009,41
1978,Latvia,-0.067264706,30,-0.40352,83,0.321,58,-0.05662,83,-0.014,42
1978,Barbados,-0.549897176,88,-0.26959,59,0.455,34,0.20364,45,-0.015,43
1978,Gibraltar,-0.58302,95,-0.25157,56,0.452,36,0.21675,41,-0.018,44
1978,Italy,-0.583,94,-0.31513,65,0.484,29,0.23297,36,-0.02,45
1978,European Union,-0.43685,67,-0.33255,68,0.422,44,0.15478,54,-0.021,46
1978,Malta,-0.48,72,-0.21953,43,0.361,53,0.16139,52,-0.024,47
1978,Lithuania,-0.098558824,33,-0.45844,94,0.365,52,-0.08711,85,-0.025,48
1978,High income,-0.43635,66,-0.35482,75,0.403,48,0.14529,55,-0.035,49
1978,Dominica,0.129955,16,-0.6061,127,0.201,66,0.07149,66,-0.038,50
1978,Europe & Central Asia,-0.065604117,29,-0.43506,89,0.146,70,0.18119,49,-0.047,51
1978,Channel Islands,-0.94905,173,-0.24632,54,0.548,21,0.38454,18,-0.049,52
1978,Aruba,-0.524418572,80,-0.3409,70,0.402,49,0.15745,53,-0.052,53
1978,Jamaica,-0.0749,32,-0.23038,46,0.048,80,0.0461,70,-0.053,54
1978,Estonia,-0.036823529,24,-0.30292,62,0.066,76,0.04138,71,-0.056,55
1978,Russia,-0.367416667,57,-0.12542,24,0.053,78,0.28863,29,-0.061,56
1978,Grenada,-0.58302,95,-0.36564,77,0.411,47,0.20367,44,-0.063,57
1978,Cyprus,-0.803,133,-0.31403,63,0.435,40,0.38536,17,-0.069,58
1978,Bulgaria,-0.536666667,85,-0.58611,121,0.484,29,0.26896,31,-0.071,59
1978,Bahrain,-0.391,59,-0.45787,93,0.358,54,0.02459,74,-0.083,60
1978,Brunei Darussalam,-0.540816961,87,0.14126,6,0.078,74,-0.13045,89,-0.092,61
1978,Singapore,-0.74,119,-0.35331,74,0.513,25,0.00135,77,-0.094,62
1978,Hungary,-0.792,129,-0.45861,96,0.423,43,0.38603,16,-0.107,63
1978,"Korea, Dem. People's Rep.",0.23326,9,-0.31505,64,-0.056,87,-0.48857,113,-0.113,64
1978,Serbia,-0.514529412,78,-0.46136,98,0.321,58,0.12716,59,-0.113,64
1978,Belarus,-0.585205882,97,0.00051,15,0.041,81,0.05121,69,-0.124,65
1978,St. Vincent and the Grenadines,-0.71532,111,0.06696,9,0.068,75,0.09483,61,-0.124,65
1978,Tajikistan,0.438703333,3,-0.47966,104,-0.244,106,-0.22464,96,-0.129,66
1978,Kosovo,0.23326,9,-0.39151,80,-0.067,92,-0.46697,111,-0.133,67
1978,Luxembourg,-0.807725588,134,-0.27074,60,0.342,55,0.09268,64,-0.136,68
1978,St. Martin (French part),-0.72851,114,-0.36018,76,0.31,60,0.15478,54,-0.14,69
1978,Ireland,-0.82,137,-0.45995,97,0.515,24,-0.0469,80,-0.147,70
1978,Portugal,-0.926,165,-0.57171,117,0.42,46,0.5032,10,-0.152,71
1978,Costa Rica,-0.901,158,-0.61609,130,0.454,35,0.44494,12,-0.154,72
1978,Uruguay,-0.953,176,-0.5192,114,0.462,33,0.32782,24,-0.157,73
1978,British Virgin Islands,-0.526424216,82,-0.24413,53,0.054,77,0.09272,63,-0.16,74
1978,North Macedonia,-0.534142857,84,-0.60836,129,0.26,64,0.19058,47,-0.166,75
1978,Guam,-0.58302,95,-0.26045,57,0.175,69,-0.12149,87,-0.168,76
1978,Spain,-0.715,110,-0.56302,116,0.369,51,0.0275,72,-0.186,77
1978,Georgia,-0.962,177,-0.46306,100,0.308,61,0.41469,15,-0.186,77
1978,"Bahamas, The",-0.526576,83,-0.48029,105,0.181,67,0.0067,76,-0.187,78
1978,St. Kitts and Nevis,-0.72851,114,-0.21653,41,0.052,79,0.08364,65,-0.206,79
1978,Trinidad and Tobago,-0.873088684,146,-0.41822,84,0.266,63,0.09308,62,-0.216,80
1978,Belize,-0.055820588,26,-0.48855,106,-0.163,102,-0.22465,97,-0.227,81
1978,Panama,-0.831,138,-0.51423,111,0.272,62,0.05637,68,-0.233,82
1978,Bosnia And Herzegovina,-0.502029412,75,-0.61698,131,0.134,71,-0.05452,82,-0.241,83
1978,Central Europe and the Baltics,-0.93948,169,-0.26788,58,0.177,68,-0.09424,86,-0.254,84
1978,Curacao,-0.793994103,130,-0.6061,127,0.201,66,0.07149,66,-0.269,85
1978,Europe & Central Asia (excluding high income),-0.423854706,63,-0.32965,66,-0.058,88,-0.48915,114,-0.282,86
1978,Turks and Caicos Islands,-0.975538684,179,-0.23446,49,0.003,83,-0.05155,81,-0.309,87
1978,Albania,-0.90908,162,-0.20644,40,-0.024,84,-0.20094,94,-0.317,88
1978,Syria,-0.645,103,-0.50817,109,-0.109,97,0.02602,73,-0.323,89
1978,St. Lucia,-0.72851,114,-0.22461,45,-0.049,86,-0.47183,112,-0.326,90
1978,New Caledonia,-0.61053,100,-0.33076,67,-0.061,90,-0.49242,115,-0.331,91
1978,Samoa,-0.36432661,56,-0.58558,120,-0.182,104,-0.22235,95,-0.335,92
1978,French Polynesia,-0.45942,69,-0.50348,108,-0.167,103,-0.24459,98,-0.336,93
1978,Ukraine,-0.738868421,118,-0.39335,82,-0.066,91,-0.26608,100,-0.346,94
1978,Isle of Man,-0.73635,116,-0.46198,99,-0.074,94,-0.14523,90,-0.347,95
1978,Late-demographic dividend,0.23326,9,-0.61839,134,-0.49,118,-0.54847,118,-0.35,96
1978,Chile,-1.001,182,-0.44208,90,0.109,72,-0.2506,99,-0.36,97
1978,Sri Lanka,-0.72851,114,-0.33076,67,-0.06,89,-0.49242,115,-0.36,97
1978,Vietnam,-0.721923077,113,-0.71694,163,-0.11,98,0.23159,37,-0.363,98
1978,Caribbean small states,-0.410033333,61,-0.4673,102,-0.295,110,-0.28246,101,-0.365,99
1978,Libya,-0.098612425,34,-0.79619,178,-0.344,111,-0.14614,92,-0.366,100
1978,Jordan,-0.765,124,-0.47255,103,-0.068,93,-0.29543,103,-0.378,101
1978,Venezuela,-0.736497692,117,-0.3674,78,-0.091,95,-0.5404,116,-0.389,102
1978,Virgin Islands (U.S.),-0.736497692,117,-0.3674,78,-0.091,95,-0.5404,116,-0.389,102
1978,Greenland,-0.58302,95,-0.42911,87,-0.283,108,-0.30599,105,-0.398,103
1978,Iraq,-0.56471,90,-0.46582,101,-0.289,109,-0.29782,104,-0.403,104
1978,East Asia & Pacific,-0.8899,152,-0.34597,72,-0.131,100,-0.35627,106,-0.408,105
1978,Tonga,-0.872168684,143,-0.39151,80,-0.067,92,-0.46697,111,-0.409,106
1978,Moldova,-0.771171429,125,-0.51848,113,-0.112,99,-0.36551,107,-0.416,107
1978,Mauritius,-0.940856857,170,-0.42743,86,-0.155,101,-0.14603,91,-0.418,108
1978,"Micronesia, Fed. Sts.",-0.947582,172,-0.42743,86,-0.155,101,-0.14603,91,-0.42,109
1978,Thailand,-0.898,156,-0.45467,92,-0.229,105,-0.12427,88,-0.437,110
1978,Malaysia,-0.877,149,-0.50051,107,-0.105,96,-0.42479,110,-0.445,111
1978,Small states,0.289711417,8,-0.73794,171,-0.731,136,-0.6695,134,-0.468,112
1978,South Korea,-0.928,166,-0.54093,115,-0.043,85,-0.62365,126,-0.476,113
1978,Dominican Republic,0.129955,16,-0.65747,150,-0.774,138,-0.62361,125,-0.496,114
1978,Upper middle income,-0.05935,28,-0.76293,175,-0.544,123,-0.69678,141,-0.5,115
1978,Latin America & Caribbean,-0.067264706,30,-0.76318,176,-0.612,128,-0.62801,127,-0.516,116
1978,Sudan,0.32602,5,-0.69479,160,-0.911,142,-0.72265,144,-0.519,117
1978,Paraguay,-0.76037,123,-0.62711,138,-0.381,112,-0.29164,102,-0.524,118
1978,Solomon Islands,0.289711417,8,-0.68686,157,-0.963,147,-0.67392,137,-0.537,119
1978,Fiji,-0.43685,67,-0.65191,145,-0.504,119,-0.59727,119,-0.538,120
1978,Eswatini,-0.070854117,31,-0.71818,164,-0.727,135,-0.62287,124,-0.545,121
1978,Botswana,-0.504837059,76,-0.6552,148,-0.45,115,-0.65453,132,-0.546,122
1978,Kyrgyz Republic,0.23326,9,-0.69295,159,-0.958,146,-0.6725,136,-0.551,123
1978,Colombia,-1.017,184,-0.97068,183,-0.246,107,0.16265,51,-0.559,124
1978,Latin America & Caribbean (excluding high income),-0.067264706,30,-0.74699,172,-0.657,131,-0.87031,164,-0.564,125
1978,Latin America & the Caribbean (IDA & IBRD countries),-0.067264706,30,-0.76801,177,-0.663,132,-0.85377,163,-0.569,126
1978,Mexico,-1.025,186,-0.81226,180,-0.155,101,-0.39037,109,-0.572,127
1978,Armenia,-0.586257143,98,-0.70933,162,-0.437,113,-0.6355,128,-0.572,127
1978,World,-0.736497692,117,-0.60808,128,-0.489,117,-0.54387,117,-0.589,128
1978,China,-0.796,131,-0.39247,81,-0.532,121,-0.73363,146,-0.593,129
1978,Philippines,-0.907,160,-0.01471,16,-0.902,141,-0.38566,108,-0.604,130
1978,Zimbabwe,-0.736497692,117,-0.6552,148,-0.448,114,-0.677,139,-0.606,131
1978,Egypt,-0.995,181,0.42494,2,-1.042,153,-0.70608,143,-0.613,132
1978,Ecuador,-0.913,163,-0.1502,29,-0.683,133,-0.8455,160,-0.632,133
1978,Cabo Verde,-0.537076667,86,-0.642,143,-0.719,134,-0.60995,122,-0.638,134
1978,Kazakhstan,-0.572171429,93,-0.82757,181,-0.518,120,-0.75358,148,-0.644,135
1978,Tunisia,-0.875,147,-0.50912,110,-0.576,125,-0.66572,133,-0.647,136
1978,Brazil,-0.526,81,-1.12236,186,-0.474,116,-0.6435,129,-0.675,137
1978,Sao Tome and Principe,-0.163034804,43,-0.59935,124,-1.03,151,-0.83313,159,-0.676,138
1978,Sub-Saharan Africa,0.32602,5,-0.57921,118,-1.378,191,-0.88345,167,-0.678,139
1978,Sub-Saharan Africa (excluding high income),0.32602,5,-0.57921,118,-1.383,193,-0.88345,167,-0.68,140
1978,Sub-Saharan Africa (IDA & IBRD countries),0.32602,5,-0.57921,118,-1.39,195,-0.88345,167,-0.682,141
1978,Tuvalu,-0.743331053,120,-0.76145,173,-0.533,122,-0.81505,157,-0.685,142
1978,Djibouti,0.129955,16,-0.60583,126,-1.278,187,-0.80393,155,-0.687,143
1978,Guyana,-0.43464,65,-0.72845,166,-0.896,140,-0.59827,120,-0.694,144
1978,Uzbekistan,-0.932386154,167,-0.73455,170,-0.55,124,-0.67536,138,-0.711,145
1978,Honduras,-0.43635,66,-0.68945,158,-0.946,145,-0.6708,135,-0.713,146
1978,Early-demographic dividend,0.10397,17,-0.65756,151,-1.216,181,-0.99764,174,-0.714,147
1978,East Asia & Pacific (excluding high income),-0.8899,152,-0.76232,174,-0.594,126,-0.65437,131,-0.719,148
1978,Oman,0.004385714,22,-0.58902,122,-1.283,188,-0.88119,166,-0.727,149
1978,Lesotho,-0.103552377,36,-0.61756,133,-1.119,158,-1.09562,185,-0.736,150
1978,Lower middle income,-0.106343236,39,-0.61756,133,-1.12,159,-1.10812,187,-0.739,151
1978,Low & middle income,-0.098612425,34,-0.63785,141,-1.155,170,-1.05545,182,-0.747,152
1978,Arab World,-0.268717714,49,-0.59376,123,-1.086,157,-1.01432,175,-0.748,153
1978,East Asia & Pacific (IDA & IBRD countries),-0.8899,152,-0.81046,179,-0.609,127,-0.75053,147,-0.751,154
1978,Ghana,-0.11043,40,-0.64936,144,-1.236,182,-0.88895,169,-0.756,155
1978,Turkmenistan,-0.975538684,179,-0.73047,168,-0.632,129,-0.75841,149,-0.761,156
1978,IDA total,-0.27439,51,-0.61756,133,-1.121,160,-1.10844,188,-0.782,157
1978,Lao PDR,0.23326,9,-0.57921,118,-1.615,207,-0.88345,167,-0.784,158
1978,Saudi Arabia,-0.12,41,-1.19234,187,-1.055,155,-0.61039,123,-0.789,159
1978,IDA blend,-0.75595,121,-0.69479,160,-0.911,142,-0.72265,144,-0.79,160
1978,IDA only,-0.27338,50,-0.65944,152,-1.182,178,-0.96525,171,-0.792,161
1978,Vanuatu,-0.932386154,167,-0.72731,165,-0.746,137,-0.77414,150,-0.792,161
1978,Zambia,-0.736497692,117,-0.67907,154,-0.968,148,-0.67856,140,-0.794,162
1978,IBRD only,-0.75859,122,-0.69608,161,-0.934,144,-0.70231,142,-0.796,163
1978,Lebanon,-0.103918919,38,-1.30759,188,-0.995,149,-0.64625,130,-0.798,164
1978,Marshall Islands,-0.58374,96,-0.58295,119,-1.069,156,-0.88657,168,-0.799,165
1978,Indonesia,-0.893,153,0.02162,11,-1.143,166,-1.24183,191,-0.804,166
1978,Cameroon,-0.396483333,60,-0.63014,139,-1.26,185,-0.78067,151,-0.815,167
1978,Pacific island small states,-0.92231,164,-0.73025,167,-0.891,139,-0.59874,121,-0.815,167
1978,Nauru,-0.85155,140,-0.69479,160,-0.921,143,-0.72294,145,-0.817,168
1978,IDA & IBRD total,-0.75859,122,-0.59935,124,-1.023,150,-0.80991,156,-0.819,169
1978,India,-0.811,135,-0.35026,73,-1.046,154,-1.08816,184,-0.82,170
1978,Central African Republic,-0.410033333,61,-0.60583,126,-1.278,187,-0.80393,155,-0.822,171
1978,Fragile and conflict affected situations,-0.43685,67,-0.62566,136,-1.126,162,-1.10844,188,-0.826,172
1978,Peru,-0.729,115,-0.5166,112,-1.153,169,-0.79403,153,-0.834,173
1978,Heavily indebted poor countries (HIPC),-0.44069,68,-0.63661,140,-1.238,184,-0.8943,170,-0.837,174
1978,Haiti,-0.43464,65,-0.64936,144,-1.237,183,-0.88895,169,-0.837,174
1978,Pakistan,-0.969,178,0.27372,3,-1.424,199,-1.11862,189,-0.84,175
1978,Bolivia,-0.497249118,74,-0.63014,139,-1.26,185,-0.78067,151,-0.84,175
1978,Bangladesh,-0.327654235,54,-0.57921,118,-1.384,194,-0.88345,167,-0.844,176
1978,Least developed countries: UN classification,-0.067264706,30,-0.57921,118,-1.596,205,-0.88345,167,-0.853,177
1978,South Africa,-0.72,112,-0.60101,125,-1.152,168,-0.80154,154,-0.854,178
1978,Kiribati,-0.566006,92,-0.61752,132,-1.124,161,-1.10844,188,-0.856,179
1978,Bhutan,-0.485429118,73,-0.66197,153,-1.206,179,-0.99528,173,-0.858,180
1978,Ivory Coast,-0.52079,79,-0.65346,146,-1.163,172,-1.04627,177,-0.858,180
1978,Kenya,-0.566006,92,-0.64025,142,-1.142,165,-1.05275,180,-0.859,181
1978,Gabon,-0.89717,155,-0.59935,124,-1.031,152,-0.83313,159,-0.86,182
1978,Guatemala,-0.58302,95,-0.62646,137,-1.137,164,-1.10168,186,-0.866,183
1978,Liberia,-0.103865318,37,-0.57921,118,-1.616,208,-0.88345,167,-0.869,184
1978,Ethiopia,-0.070854117,31,-0.57921,118,-1.646,211,-0.88345,167,-0.871,185
1978,Azerbaijan,-0.5658,91,-0.85137,182,-1.119,158,-0.84603,161,-0.873,186
1978,Guinea-Bissau,-0.58873,99,-0.65346,146,-1.165,174,-1.04627,177,-0.875,187
1978,Eritrea,-0.070854117,31,-0.57921,118,-1.676,219,-0.88345,167,-0.882,188
1978,Low income,-0.106343236,39,-0.57921,118,-1.651,212,-0.88345,167,-0.882,188
1978,Nicaragua,-0.712,109,-0.68262,155,-1.181,177,-0.82089,158,-0.885,189
1978,Guinea,-0.58873,99,-0.66197,153,-1.208,180,-0.99528,173,-0.885,189
1978,Algeria,-1.021,185,0.73913,1,-1.851,229,-1.13219,190,-0.888,190
1978,Turkey,-1.006,183,-1.05106,184,-0.638,130,-1.0261,176,-0.891,191
1978,Nigeria,-0.673172857,106,-0.63661,140,-1.238,184,-0.8943,170,-0.895,192
1978,Senegal,-0.166760637,44,-0.57921,118,-1.658,215,-0.88345,167,-0.899,193
1978,Morocco,-0.854,141,-0.12424,23,-1.443,200,-1.04647,178,-0.907,194
1978,Benin,-0.055820588,26,-0.57921,118,-1.773,228,-0.88345,167,-0.912,195
1978,"Yemen, Rep.",-0.736497692,117,-0.65374,147,-1.176,175,-1.04873,179,-0.916,196
1978,Middle income,-0.776406994,126,-0.63785,141,-1.162,171,-1.08805,183,-0.923,197
1978,South Asia,-0.78976,128,-0.64936,144,-1.236,182,-0.88895,169,-0.926,198
1978,Namibia,-0.86089,142,-0.62566,136,-1.13,163,-1.10844,188,-0.933,199
1978,Other small states,-0.87595,148,-0.64025,142,-1.148,167,-1.05349,181,-0.939,200
1978,Middle East & North Africa,-0.952062455,175,-0.62053,135,-1.272,186,-0.79193,152,-0.957,201
1978,Rwanda,-0.36432661,56,-0.57921,118,-1.695,224,-0.88345,167,-0.962,202
1978,Mauritania,-0.940856857,170,-0.65346,146,-1.164,173,-1.04627,177,-0.963,203
