Country,Year,Econ_Index,Institutional_Index,Quality_Of_Life_Index_FA,Sustainability_Index_FA,Weight_Scheme,Economic_Weight,Institutional_Weight,Quality_of_Life_Weight,Sustainability_Weight,Sensitivity_EoLI_Score,Sensitivity_EoLI_Rank,Baseline_Rank,Rank_Change_vs_Baseline
Tunisia,1981,-0.853,-0.08305,-0.615,-0.52562,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,-0.5753245,140,132,8
Thailand,1981,-0.824,-0.30112,0.132,0.12776,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,-0.22125199999999998,97,98,-1
New Zealand,1981,-0.484,-0.0945,0.428,0.16333,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,-0.016609499999999985,51,43,8
Uruguay,1981,-0.735,-0.29666,0.462,0.27698,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,-0.07565599999999997,66,63,3
Nepal,1981,-0.991,0.63015,-1.699,-1.13263,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,-0.938998,215,195,20
Kuwait,1981,0.154,-0.46991,0.305,0.06194,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,0.0583925,33,40,-7
Japan,1981,0.395,-0.10765,0.617,0.37604,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,0.35736650000000003,12,11,1
Jordan,1981,-0.528,-0.35638,-0.073,0.00308,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,-0.22537900000000002,98,102,-4
Italy,1981,-0.329,-0.09752,0.574,0.12292,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,0.044494,36,30,6
Israel,1981,-0.577,-0.03461,0.79,0.14705,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,0.031176000000000058,38,26,12
Iceland,1981,0.121,-0.18649,0.534,0.77891,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,0.387745,10,17,-7
Ireland,1981,-0.314,-0.32825,0.739,0.21084,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,0.07815650000000002,31,28,3
India,1981,-0.9,0.11348,-1.095,-0.78972,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,-0.74838,172,149,23
Indonesia,1981,-0.993,0.58827,-1.271,-1.07904,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,-0.8415235,194,152,42
Hungary,1981,-0.605,-0.30509,0.41,0.13392,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,-0.09839149999999999,72,65,7
Norway,1981,0.184,0.03346,1.027,1.03656,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,0.628415,3,3,0
Netherlands,1981,0.477,0.49379,1.088,0.88241,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,0.7436119999999999,1,1,0
Nicaragua,1981,-0.85,-0.40687,-1.136,-1.19539,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,-0.9616169999999999,222,201,21
Malta,1981,-0.899,-0.64266,0.348,0.28836,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,-0.195573,92,101,-9
Malaysia,1981,-0.699,-0.44243,-0.27,-0.07645,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,-0.3568219999999999,111,117,-6
Mexico,1981,-0.717,-0.35606,-0.009,-0.00206,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,-0.27103000000000005,105,104,1
Morocco,1981,-0.827,-0.31553,-1.412,-0.85628,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,-0.8775275,200,203,-3
New Zealand,1982,-0.362,-0.31357,0.756,0.12959,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,0.04092100000000002,45,39,6
Norway,1982,0.242,0.12299,1.094,1.42571,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,0.808847,3,4,-1
Nepal,1982,-0.872,-0.04151,-1.711,-1.29278,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,-1.0624995,241,225,16
Netherlands,1982,0.437,0.4809,1.107,1.42307,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,0.9227095,2,3,-1
Nicaragua,1982,-0.892,0.02012,-1.13,-1.16862,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,-0.8995989999999999,204,170,34
Pakistan,1982,-0.9,0.03893,-1.228,-1.17564,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,-0.9212345000000001,212,178,34
Panama,1982,-0.399,-0.34659,0.389,0.08174,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,-0.06527949999999999,67,65,2
Peru,1982,-0.937,0.12353,-1.171,-1.11869,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,-0.888312,202,167,35
Philippines,1982,-0.732,-0.17337,-0.847,-0.48899,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,-0.586152,144,138,6
Portugal,1982,-0.777,-0.32875,0.507,0.12507,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,-0.13723800000000003,84,72,12
Morocco,1982,-0.937,0.13395,-1.411,-1.12604,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,-0.9373215,215,194,21
Mexico,1982,-0.764,-0.50431,-0.091,-0.60459,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,-0.534653,138,125,13
Malta,1982,-0.788,-0.55517,0.226,0.18959,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,-0.208119,95,101,-6
Mongolia,1982,-1.039,0.96691,-1.412,-1.11892,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,-0.8406855,194,148,46
Malaysia,1982,-0.786,-0.51617,0.146,0.2965,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,-0.18025049999999998,90,104,-14
Qatar,1982,0.577,-0.00273,0.5,0.55402,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,0.4665974999999999,10,12,-2
Tunisia,1982,-0.866,-0.16362,0.459,0.41115,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,-0.048640499999999975,62,62,0
Uruguay,1982,-0.502,0.1777,0.449,0.34464,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,0.08647900000000001,40,37,3
United States,1982,0.509,-0.70085,0.915,0.89387,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,0.543427,8,11,-3
South Africa,1982,-0.861,-0.09117,-1.091,-1.04143,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,-0.854676,199,165,34
Poland,1982,-0.404,-0.25839,0.488,0.11916,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,-0.020652499999999997,56,51,5
Slovenia,1982,0.484,-0.04695,0.537,0.89517,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,0.558867,7,10,-3
Saudi Arabia,1982,0.15,-0.97945,-0.218,0.09919,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,-0.11080100000000002,81,107,-26
Singapore,1982,-0.264,-0.05702,0.642,0.21202,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,0.114854,36,28,8
Sweden,1982,0.35,1.13168,1.424,0.3685,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,0.688527,4,2,2
Thailand,1982,-0.857,-0.33323,-0.055,-0.45983,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,-0.479025,127,119,8
Switzerland,1982,0.58,0.99207,1.356,1.15601,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,0.9986139999999999,1,1,0
Chile,1982,-0.518,-0.67279,0.189,0.2643,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,-0.1260135,82,92,-10
China,1982,-0.848,-0.3526,0.047,0.0565,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,-0.27811499999999995,107,109,-2
Colombia,1982,-1.056,-0.35832,0.091,-0.01856,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,-0.35884400000000005,113,114,-1
Canada,1982,0.36,0.02571,0.823,0.45591,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,0.436025,11,7,4
Costa Rica,1982,-0.741,-0.04392,0.734,0.81473,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,0.20306749999999996,26,27,-1
Cyprus,1982,-0.783,-0.24841,0.379,0.09407,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,-0.163437,89,83,6
Germany,1982,0.148,-0.15675,0.752,1.17412,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,0.5822295,6,9,-3
Denmark,1982,0.37,-0.28138,0.751,0.33544,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,0.336397,15,16,-1
Algeria,1982,-0.857,-0.17372,-1.211,-1.21171,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,-0.9494564999999999,221,193,28
Belgium,1982,-0.288,-0.46522,0.793,0.3297,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,0.11781200000000001,35,35,0
Austria,1982,0.067,-0.1963,0.736,0.55326,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,0.331496,16,18,-2
Australia,1982,0.336,-0.0895,0.958,1.0859,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,0.65904,5,6,-1
Argentina,1982,-0.169,-0.44891,0.266,0.17115,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,-0.004933999999999994,54,63,-9
United Arab Emirates,1982,1.705,-0.46977,-0.023,-0.19192,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,0.36926249999999994,13,21,-8
Bulgaria,1982,-0.797,-0.50742,0.49,0.42461,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,-0.06859950000000004,68,74,-6
Bahrain,1982,0.219,-0.35533,0.155,0.03701,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,0.056354,42,50,-8
Brazil,1982,-0.428,-0.31492,-0.113,0.03501,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,-0.1859845,92,99,-7
Ecuador,1982,-0.902,-0.5026,-0.241,-0.37698,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,-0.526133,136,132,4
Indonesia,1982,-0.806,-0.36705,-1.081,-1.13002,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,-0.9085645,208,186,22
India,1982,-0.89,0.03018,-1.07,-0.79176,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,-0.7535890000000001,172,157,15
Ireland,1982,-0.296,-0.63746,0.751,0.43917,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,0.1194905,34,44,-10
Iceland,1982,0.178,0.05695,0.766,0.35966,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,0.34102350000000003,14,13,1
Israel,1982,-0.414,-0.1402,0.87,0.00775,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,0.03148250000000002,47,31,16
Italy,1982,-0.392,-0.00215,0.703,0.3202,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,0.1347475,32,26,6
Jordan,1982,-0.794,-0.38302,-0.06,-0.32676,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,-0.42201900000000003,122,117,5
Japan,1982,-0.143,0.60747,1.211,0.66134,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,0.5218895,9,5,4
Kuwait,1982,0.226,-0.08171,0.343,0.45333,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,0.282809,20,24,-4
Spain,1982,-0.691,-0.24443,1.387,0.54371,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,0.22373400000000007,24,17,7
Hungary,1982,-0.848,-0.21235,0.417,0.27836,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,-0.10542649999999996,78,71,7
Finland,1982,-0.08,0.04863,0.842,0.40162,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,0.29226149999999995,19,15,4
France,1982,-0.079,0.08833,0.821,0.42158,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,0.30130250000000003,18,14,4
United Kingdom,1982,-0.356,-0.25346,0.825,0.05957,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,0.0410305,44,34,10
Georgia,1982,-0.87,-0.89472,0.358,-0.11994,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,-0.365587,114,115,-1
Greece,1982,-0.2,-0.23997,0.638,0.32544,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,0.1455085,31,32,-1
Nepal,1983,-0.801,-0.34361,-1.675,-0.86074,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,-0.9281005,215,219,-4
Norway,1983,0.516,0.75289,1.142,0.47617,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,0.662793,4,3,1
Netherlands,1983,0.112,0.6655,1.095,0.54197,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,0.5421144999999999,8,6,2
Nicaragua,1983,-0.823,-0.53925,-1.172,-0.9583,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,-0.8975925,209,205,4
New Zealand,1983,-0.395,-0.33802,0.557,0.4773,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,0.109252,38,43,-5
Pakistan,1983,-0.896,0.03225,-1.363,-1.27398,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,-0.9824554999999999,233,200,33
Panama,1983,-0.481,-0.16206,0.496,0.29575,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,0.03410350000000002,46,49,-3
Peru,1983,-0.545,-0.86912,-1.14,-0.84809,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,-0.8186994999999999,194,198,-4
Philippines,1983,-0.855,-0.16226,-0.774,-0.67909,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,-0.6733205,155,140,15
Portugal,1983,-0.852,-0.63801,0.483,0.29654,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,-0.15091249999999995,81,83,-2
Morocco,1983,-0.85,-0.3939,-1.375,-0.91653,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,-0.9098705,212,209,3
Qatar,1983,0.518,0.02221,0.495,0.6209,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,0.4750465,9,11,-2
Mexico,1983,-0.689,0.3189,0.077,-0.19924,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,-0.21319899999999997,98,74,24
Malta,1983,-0.13,-0.12362,0.459,0.10239,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,0.0700935,43,40,3
Mongolia,1983,-1.011,0.73913,-1.418,-1.13219,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,-0.8722969999999999,205,158,47
Malaysia,1983,-0.784,-0.09273,0.146,0.27534,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,-0.1235405,75,79,-4
Saudi Arabia,1983,0.145,-0.32088,-0.061,-0.03182,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,-0.027969000000000008,58,71,-13
Tunisia,1983,-0.859,-0.34919,-0.084,-0.27306,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,-0.4224495,124,121,3
Uruguay,1983,-0.529,-0.01265,0.443,0.37859,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,0.06050899999999998,44,45,-1
United States,1983,0.227,-0.29587,0.921,0.65187,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,0.43607399999999996,12,10,2
South Africa,1983,-0.735,-0.36776,-0.993,-0.81511,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,-0.7595525000000001,180,163,17
Poland,1983,-0.24,-0.20936,0.482,0.08426,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,0.022487000000000004,48,48,0
Slovenia,1983,0.461,-0.05088,0.499,0.68095,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,0.4688005,10,14,-4
Singapore,1983,-0.329,-0.24443,0.833,0.34172,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,0.1508375,31,26,5
Sweden,1983,0.427,0.94817,1.466,0.70512,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,0.8103175,1,1,0
Thailand,1983,-0.85,-0.42924,-0.025,-0.15749,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,-0.3795075,121,120,1
Chile,1983,-0.796,-0.56869,0.159,0.25668,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,-0.2024655,91,106,-15
China,1983,-0.794,-0.50529,0.096,-0.0422,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,-0.3095635,113,112,1
Colombia,1983,-1.046,-0.31215,0.091,0.03963,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,-0.328552,115,113,2
Costa Rica,1983,-1.014,-0.54212,0.367,0.22735,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,-0.23254549999999996,103,102,1
Cyprus,1983,-0.764,0.06339,0.472,0.33091,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,-0.00947300000000001,56,55,1
Germany,1983,-0.142,-0.25271,0.708,0.38771,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,0.19679200000000002,25,25,0
Denmark,1983,0.494,-0.49201,0.794,0.26561,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,0.32616200000000006,18,17,1
Algeria,1983,-0.897,0.02522,-0.984,-0.43507,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,-0.6143915,147,141,6
Ecuador,1983,-0.813,-0.4331,-0.235,-0.49122,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,-0.5277919999999999,137,131,6
Switzerland,1983,0.253,1.00042,1.356,0.79384,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,0.775007,3,2,1
Canada,1983,0.505,-0.14092,0.927,0.83089,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,0.6065735,5,7,-2
United Arab Emirates,1983,1.506,-0.8239,0.207,-0.52191,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,0.1869465,26,34,-8
Argentina,1983,-0.769,-0.3435,-0.024,-0.12005,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,-0.3290425,116,114,2
Australia,1983,0.443,0.64491,0.976,1.07599,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,0.801433,2,4,-2
Austria,1983,-0.204,-0.18399,0.76,0.15523,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,0.11753200000000003,36,28,8
Spain,1983,-0.728,-0.56112,1.234,0.56054,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,0.14042100000000007,32,27,5
Belgium,1983,-0.176,-0.04828,0.811,0.22585,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,0.18120550000000002,28,23,5
Bulgaria,1983,-0.718,0.34306,0.502,-0.21297,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,-0.13808049999999997,79,50,29
Bahrain,1983,0.137,-0.02903,0.48,0.68961,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,0.37410899999999997,15,20,-5
Brazil,1983,-0.122,-0.55842,-0.149,0.0867,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,-0.119818,74,99,-25
India,1983,-0.923,0.20536,-1.156,-1.1079,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,-0.865061,202,165,37
Ireland,1983,-0.657,0.06299,0.745,0.46001,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,0.12235199999999999,35,29,6
Iceland,1983,-0.13,-0.10407,0.662,0.42892,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,0.22791150000000002,23,24,-1
Israel,1983,-0.371,-0.34787,0.642,0.0066,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,-0.03277049999999999,60,53,7
Italy,1983,-0.608,-0.15477,0.648,0.27074,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,0.018743500000000024,49,44,5
Jordan,1983,-0.773,-0.31152,-0.036,-0.20239,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,-0.35666449999999994,118,115,3
Japan,1983,0.225,0.69733,1.259,0.47876,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,0.5914655,6,5,1
Indonesia,1983,-0.872,-0.10598,-1.216,-1.35712,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,-0.995689,235,196,39
Kuwait,1983,0.364,-0.01034,0.515,0.95062,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,0.543366,7,9,-2
Finland,1983,-0.069,-0.03396,0.815,0.3641,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,0.264641,20,18,2
France,1983,-0.303,-0.17556,0.973,0.48057,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,0.2455655,22,21,1
United Kingdom,1983,0.123,0.03061,0.629,0.48686,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,0.33769249999999995,17,16,1
Georgia,1983,-0.875,-0.33451,0.473,0.5238,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,-0.034746500000000013,61,67,-6
Greece,1983,-0.402,-0.20022,0.906,-0.00043,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,0.030416500000000037,47,33,14
Hungary,1983,-0.85,-0.08726,0.398,0.28522,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,-0.08866200000000003,73,66,7
New Zealand,1984,-0.508,-0.58173,0.502,0.24833,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,-0.05234399999999999,65,68,-3
Netherlands,1984,-0.124,0.18058,1.252,0.29501,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,0.3435405,19,8,11
Nepal,1984,-0.863,-0.08333,-1.669,-1.30043,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,-1.06035,238,226,12
Norway,1984,0.479,0.3008,1.204,0.35093,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,0.5524455,7,5,2
Pakistan,1984,-0.9,0.03493,-1.222,-1.17389,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,-0.920022,215,191,24
Panama,1984,-0.213,-0.26742,0.352,-0.32148,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,-0.14613099999999998,85,65,20
Philippines,1984,-0.756,-0.22779,-0.347,0.25605,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,-0.24075100000000002,106,117,-11
Portugal,1984,-0.841,-0.69112,0.507,0.15862,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,-0.19905099999999998,97,95,2
Nicaragua,1984,-0.836,-0.62692,-1.185,-0.87301,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,-0.8873914999999999,209,211,-2
Qatar,1984,0.156,-0.23004,0.507,0.58607,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,0.3188185,21,28,-7
Peru,1984,-0.957,0.20303,-1.128,-0.95993,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,-0.818221,198,166,32
Morocco,1984,-0.889,-0.04917,-1.187,-1.32271,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,-0.974424,229,196,33
Mexico,1984,-0.81,-0.41317,-0.136,-0.42938,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,-0.4824585,135,131,4
Malta,1984,-0.1,-0.43119,0.403,0.09681,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,0.019805000000000003,49,53,-4
Mongolia,1984,-1.012,0.73913,-1.393,-1.13219,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,-0.867597,205,165,40
Malaysia,1984,-0.654,-0.28344,0.346,0.07753,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,-0.1423805,83,75,8
Tunisia,1984,-0.816,-0.33045,-0.078,-0.35643,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,-0.43471799999999994,126,124,2
Uruguay,1984,-0.991,-0.38296,0.443,0.39067,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,-0.12940949999999998,77,82,-5
United States,1984,0.258,-0.21281,0.816,0.50329,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,0.38483,15,17,-2
South Africa,1984,-0.947,-0.0784,-0.963,-0.33563,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,-0.6059304999999999,153,152,1
Slovenia,1984,0.032,-0.2529,0.531,0.21272,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,0.152317,33,32,1
Poland,1984,-0.292,-0.27909,0.47,0.28712,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,0.06502849999999998,45,47,-2
Saudi Arabia,1984,-0.159,-0.5491,-0.15,0.08754,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,-0.129426,78,105,-27
Singapore,1984,0.036,-0.23896,0.79,0.5032,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,0.309076,23,26,-3
Thailand,1984,-0.74,-0.41473,-0.551,-0.55165,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,-0.587487,148,141,7
Sweden,1984,0.488,-0.77855,0.917,0.78466,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,0.48764850000000004,9,18,-9
Austria,1984,0.136,0.11209,0.767,1.25358,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,0.6497664999999999,4,7,-3
China,1984,-0.791,-0.61391,0.091,0.12429,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,-0.26768500000000006,112,113,-1
Colombia,1984,-0.994,-0.44184,0.079,-0.26827,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,-0.4425705,128,125,3
Costa Rica,1984,-0.989,-0.30506,0.379,0.40606,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,-0.12453800000000001,75,83,-8
Cyprus,1984,-0.76,-0.27654,0.397,0.03831,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,-0.17667249999999995,90,78,12
Germany,1984,-0.239,0.5175,0.763,0.29303,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,0.26108549999999997,26,16,10
Denmark,1984,0.51,-0.38224,0.727,0.22763,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,0.3207345,20,24,-4
Algeria,1984,-0.932,0.11226,-0.684,-1.02999,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,-0.7600575,182,145,37
Ecuador,1984,-0.77,-0.38752,0.064,0.02808,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,-0.2665,111,111,0
Chile,1984,-1.006,-0.53381,0.134,-0.00863,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,-0.358092,120,121,-1
Switzerland,1984,0.239,1.23368,1.466,0.40372,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,0.691254,3,1,2
Canada,1984,0.304,-0.23955,0.902,2.2546,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,1.0247775,2,4,-2
United Arab Emirates,1984,1.051,-0.75965,0.196,-0.49604,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,0.06693849999999998,43,46,-3
Argentina,1984,-0.807,-0.25478,0.464,0.37146,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,-0.05750600000000006,66,66,0
Australia,1984,0.329,-0.02412,0.896,2.35082,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,1.097069,1,3,-2
Belgium,1984,0.426,-0.11196,0.952,0.76755,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,0.5700485,6,6,0
Spain,1984,-0.784,-0.08719,1.43,0.43771,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,0.19091999999999998,29,20,9
Bulgaria,1984,-0.794,-0.53102,0.503,0.27608,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,-0.12062499999999998,73,76,-3
