country,year,renewables_share_energy,greenhouse_gas_emissions,total_emissions,trade_per_gdp,labor_force_total,industry_per_gdp
South Korea,2006,0.451,181.82,556372.9417,70.65187353,24612208,33.517273
South Korea,2007,0.505,201.48,566265.5009,73.87452529,24884098,33.45375008
South Korea,2008,0.53,211.33,579146.0193,95.51635243,25067295,32.51021797
South Korea,2009,0.57,224.27,593082.0802,86.13361937,25091241,32.90536001
South Korea,2010,0.663,247.86,645046.5305,91.3995965,25419751,34.11677597
South Korea,2011,0.78,257.77,669063.4132,105.5663136,25870939,34.45096726
South Korea,2012,0.856,267.33,672464.7083,105.4583277,26269374,34.13469264
South Korea,2013,1.107,275.85,672869.5503,97.95210495,26634430,34.44782919
South Korea,2014,1.33,267.63,662402.3129,90.6144419,27387622,34.09167237
South Korea,2015,1.506,268.36,683376.3225,79.13249439,27788180,34.14993567
South Korea,2016,1.697,275.82,693722.7469,73.60380947,28041851,34.29779968
South Korea,2017,2.017,295.67,707446.3487,77.12091781,28349693,34.76630854
South Korea,2018,2.511,308.67,714466.5463,78.98886551,28513895,34.04580231
South Korea,2019,2.962,293,699175.6839,75.75713897,28808833,32.67914892
South Korea,2020,3.647,266.39,659329.6994,69.03404509,28597159,32.5381602
Spain,1990,7.199,66.1,275616.0461,35.61073324,NA,NA
Spain,1991,7.453,66.12,281710.9096,35.47854125,15616294,NA
Spain,1992,5.013,74.03,291553.9648,35.97784215,15839409,NA
Spain,1993,6.625,68.87,276751.248,36.94989398,16072158,NA
Spain,1994,7.314,69.52,289661.0178,41.64447873,16414513,NA
Spain,1995,5.938,76.88,303384.6166,44.77537409,16540582,28.33443338
Spain,1996,9.653,66.81,296710.6861,46.24521926,16812772,28.07914097
Spain,1997,8.329,81.47,317961.2573,51.16625712,17144954,28.06469877
Spain,1998,7.948,81.94,327485.5439,52.66145437,17408242,27.8474729
Spain,1999,5.637,99.39,352155.3098,54.63646695,17726769,27.89501161
Spain,2000,6.965,104.04,369377.061,60.08233375,18242081,27.96923984
Spain,2001,9.178,98.48,367801.9101,57.99715546,18127540,27.95534335
Spain,2002,6.349,115.62,384461.0199,55.09917924,18960316,27.74577348
Spain,2003,9.698,110.45,393438.9247,53.4636891,19731180,27.42120444
Spain,2004,8.445,124.24,409553.757,54.52418269,20419303,26.99395069
Spain,2005,6.801,137.52,424168.8721,54.76229758,21197697,27.16893278
Spain,2006,8.365,127.93,418157.2386,56.17713481,21880145,26.93253691
Spain,2007,9.328,132.48,434497.876,57.74760376,22508326,26.30364868
Spain,2008,10.478,120.9,401199.1964,55.98333004,23150283,26.29042099
Spain,2009,13.525,103.22,365092.6541,46.99487433,23364217,24.89967952
Spain,2010,17.252,85.84,350175.3957,52.92824056,23482007,23.15977586
Spain,2011,16.014,98.34,349834.6367,58.79317104,23558862,22.08114025
Spain,2012,16.591,103.22,343393.9951,60.84507479,23569775,21.03454162
Spain,2013,20.175,80.75,317006.8865,61.97631572,23332032,20.26498099
Spain,2014,20.319,79.32,315739.0923,63.83826195,23091303,20.0635672
Spain,2015,17.743,91.06,326263.0749,64.18320514,23036096,20.07361153
Spain,2016,18.941,76.59,316708.5994,63.73988263,22977372,19.99255218
Spain,2017,16.008,89.67,333287.681,66.65706087,22897891,20.04564332
Spain,2018,18.693,78.94,326838.0012,67.57494025,22930164,19.86594776
Spain,2019,17.812,66.73,309375.0948,66.87389052,23139046,20.0416214
Spain,2020,22.834,51.66,270310.9717,60.11948061,22838137,20.136728
Sweden,1990,34.248,4.86,68991.81954,55.82322123,NA,27.13656356
Sweden,1991,30.056,6.01,69595.68989,51.08965205,4677671,25.41958921
Sweden,1992,34.671,6.75,72171.50567,50.77208879,4592918,24.46920463
Sweden,1993,35.203,7.46,72135.5893,58.13492722,4504162,24.11304729
Sweden,1994,28.023,8.08,73965.83185,63.84163176,4472053,25.10532061
Sweden,1995,31.379,8,73553.9613,68.60045742,4528182,26.92082382
Sweden,1996,24.635,11.05,79147.51037,66.53850833,4521856,26.22117587
Sweden,1997,31.728,7.73,72945.33657,72.00871014,4507223,26.3133472
Sweden,1998,32.714,7.86,73744.20703,74.34039124,4468932,26.39545173
Sweden,1999,32.123,7.69,72408.78809,74.89836582,4515581,26.024666
Sweden,2000,37.867,6.52,68330.26277,81.47753193,4487120,26.37305551
Sweden,2001,35.345,7.56,67195.27646,80.58829004,4558776,26.01441609
Sweden,2002,32.206,8.25,68557.21408,77.21865071,4579588,25.61485505
Sweden,2003,28.3,9.28,69556.38569,75.24559367,4607164,25.1999315
Sweden,2004,30.32,7.28,68081.26882,78.59114958,4622281,25.06916487
Sweden,2005,35.005,6.83,64256.01605,83.7514777,4690191,24.90047201
Sweden,2006,32.864,7.12,62698.45871,88.19541348,4768932,25.25460747
Sweden,2007,35.202,6.85,60690.57304,89.16208221,4844850,25.44401403
Sweden,2008,37.133,7.17,59447.76938,92.56415043,4904595,24.48329593
Sweden,2009,39.756,6.98,55495.49911,81.50885604,4912421,22.40298075
Sweden,2010,38.467,9.46,61014.40639,84.24837719,4947828,23.75272871
Sweden,2011,39.769,7.86,57207.56826,85.7910274,5012570,23.63236188
Sweden,2012,43.46,7.44,54382.48139,85.28225106,5052398,23.00326522
Sweden,2013,39.28,6.84,52592.53236,80.81566528,5122087,22.06833913
Sweden,2014,40.779,6.17,51285.95807,82.93353169,5174559,21.78612128
Sweden,2015,46.678,6.62,51265.79253,83.72381451,5230067,22.15807176
Sweden,2016,41.982,6.7,50783.37711,82.32064509,5307317,21.71325637
Sweden,2017,42.704,6.98,50356.36951,84.93474943,5406464,22.12837188
Sweden,2018,42.644,6.98,47719.34411,89.1311984,5483210,22.00243729
Sweden,2019,44.814,7.13,46792.36081,91.43382897,5554111,21.90371194
Sweden,2020,52.196,6.34,45458.82211,83.21100287,5569519,21.59068762
Thailand,1990,4.117,NA,157976.9157,75.78236436,NA,37.22474396
Thailand,1991,3.436,NA,169422.5286,78.47113498,29754025,38.65788145
Thailand,1992,2.894,NA,181968.3799,77.95464569,30431209,38.0558367
Thailand,1993,2.223,NA,199796.8487,77.74611712,31090190,36.85485744
Thailand,1994,2.42,NA,214951.5606,81.24895299,31715644,36.99519394
Thailand,1995,3.244,NA,233471.9203,89.75617494,32441917,37.27802023
Thailand,1996,3.16,NA,255103.6648,84.274148,33148803,37.08128566
Thailand,1997,2.977,NA,264809.5406,95.05179065,33854888,36.56459978
Thailand,1998,2.375,NA,243177.1855,100.2404737,33973096,36.11172734
Thailand,1999,1.609,NA,256308.6876,100.7062887,34134551,36.37889978
Thailand,2000,2.576,58.12,257420.5913,121.2979554,34800731,36.66940838
Thailand,2001,2.572,61.15,269362.4479,120.2679663,35667412,36.32100349
Thailand,2002,2.819,64.32,281494.1642,114.969743,36214889,36.89443145
Thailand,2003,2.724,68.57,291807.1282,116.6928197,36730283,37.91817489
Thailand,2004,2.316,74.39,309995.7177,127.4118737,37474638,37.9023025
Thailand,2005,2.215,78.36,320716.4928,137.8538668,38143753,38.50521071
Thailand,2006,2.865,81.87,325300.8654,134.0869462,38276335,39.14685588
Thailand,2007,2.967,86.5,339245.0976,129.873227,39112784,39.43137188
Thailand,2008,2.983,88.56,343122.2668,140.4370115,39500136,39.47961297
Thailand,2009,3.096,88.4,338798.1237,119.2694189,39613757,38.60859889
Thailand,2010,2.845,95.54,361217.6687,127.2505226,39447288,39.9217257
Thailand,2011,3.57,92.13,361290.8861,139.6754072,40871917,37.98139827
Thailand,2012,3.914,101.02,383662.7283,137.6749385,41198445,37.34369414
Thailand,2013,3.914,101.65,394292.9233,132.4622742,40085032,36.89858846
Thailand,2014,4.358,104.65,388973.4431,130.9054954,40209226,36.76304037
Thailand,2015,4.308,106.35,393386.9983,124.8396622,40201742,36.17917733
Thailand,2016,4.74,107.25,406605.3573,120.5752273,39942542,35.58676541
Thailand,2017,5.469,103.25,414733.0612,120.8914274,39798925,35.01875953
Thailand,2018,6.567,101.09,418543.855,120.8418647,40229448,34.74248967
Thailand,2019,7.157,105.02,432151.273,109.6895147,39952396,33.59391051
Thailand,2020,7.181,100.84,433773.458,97.80074325,40206906,33.29072297
Turkey,1990,12.235,28.47,205436.3401,30.9429955,NA,31.06106902
Turkey,1991,11.765,30.56,207888.3356,30.47601167,20423991,31.54084583
Turkey,1992,13.091,34.13,215375.0845,31.73736564,20579200,31.17906322
Turkey,1993,15.383,33.4,221665.6317,33.01708778,19657574,29.82298359
Turkey,1994,14.315,39.56,216829.3435,41.74585234,21126841,32.08108945
Turkey,1995,14.934,40.96,231330.3457,44.24263475,21438138,32.02013342
Turkey,1996,15.553,44.24,249038.8855,49.36931489,21777881,30.6180467
Turkey,1997,14.675,50.48,258031.0379,54.97032357,21780014,30.77985591
Turkey,1998,15.156,54.21,259245.7206,40.39541059,22359924,31.03541362
Turkey,1999,12.765,61.01,259126.0286,37.66492201,22791604,28.28610888
Turkey,2000,10.671,67.14,283075.6235,42.35443704,22052875,26.79741217
Turkey,2001,9.122,69.56,261178.9429,49.87147514,22462109,25.50362309
Turkey,2002,11.542,64.8,271454.735,47.98239405,22818051,24.59171985
Turkey,2003,11.341,68.87,282946.6069,46.22509763,22701681,24.79368756
Turkey,2004,13.705,69.61,288963.7554,48.82583815,22213390,25.10695716
Turkey,2005,11.426,82.59,301420.0799,46.14235705,22722966,25.2372833
Turkey,2006,11.485,89.05,330635.1674,48.76287107,22701823,26.03384573
Turkey,2007,8.797,104,360254.5306,47.85081675,23018367,26.37394825
Turkey,2008,8.238,110.67,357394.6947,50.5482539,23770341,26.14778197
Turkey,2009,8.941,105.66,360935.7454,46.78706695,24694136,24.02384641
Turkey,2010,12.351,104.21,371145.2694,46.69446523,25794958,24.49015182
Turkey,2011,12.007,116.64,393957.1712,53.30417564,26981022,26.83751694
Turkey,2012,12.656,118.8,409510.1845,52.83080266,27535298,26.64934735
Turkey,2013,13.687,115.02,400372.7777,52.5272988,28576887,27.67999218
Turkey,2014,9.932,134.19,425731.3098,53.76630117,29245699,28.11666119
Turkey,2015,14.269,123.95,433860.5305,51.0885436,30216096,27.83434929
Turkey,2016,14.564,134.49,460806.4063,48.32818623,31174275,28.08295977
Turkey,2017,13.09,148.84,503113.7066,55.76216875,32167323,29.13172126
Turkey,2018,14.595,153,503525.2445,62.61421117,32874112,29.43859406
Turkey,2019,19.008,137.99,491454.856,63.19329032,33249207,27.33170171
Turkey,2020,18.648,137.1,504956.3259,61.3437551,31361351,28.02576622
Ukraine,1990,0.973,173.08,825869.7083,56.40718563,NA,42.64071856
Ukraine,1991,1.156,157.2,783349.858,50.13377926,24269840,54.62541806
Ukraine,1992,0.921,143.4,693934.0716,45.96860719,24293893,52.14921518
Ukraine,1993,1.472,120.37,610485.6506,52.068819,24266616,37.46063005
Ukraine,1994,1.89,103.05,520840.1969,73.94400421,24130511,42.62919215
Ukraine,1995,1.591,95.72,497353.5873,97.22969648,23948277,38.16382294
Ukraine,1996,1.48,79.04,436702.317,93.85664508,23759025,33.78108171
Ukraine,1997,1.753,74.77,412893.4998,84.24141616,23579292,30.48037273
Ukraine,1998,2.901,68.37,384992.3132,86.04972844,23445196,30.62879534
Ukraine,1999,2.68,71.85,378369.8424,101.951707,23329207,32.01806167
Ukraine,2000,2.104,69.15,367477.6849,115.7357149,23195753,31.65027707
Ukraine,2001,2.265,70.84,368496.6167,99.92612762,23064790,29.90789629
Ukraine,2002,1.813,72.07,373106.9335,95.99466981,22951193,30.21551393
Ukraine,2003,1.689,74.16,397941.2316,102.5901823,22824874,30.42670945
Ukraine,2004,2.142,67.15,371994.2211,109.9817085,22682516,29.37176963
Ukraine,2005,2.212,69.86,358852.9821,94.64757011,22529601,30.18619144
Ukraine,2006,2.263,78.26,366287.2847,89.18105264,22365498,30.54345171
Ukraine,2007,1.836,81.64,375470.7131,88.04656067,22455476,30.65852223
Ukraine,2008,2.133,80.48,364485.5126,94.17189214,22353775,28.08343401
Ukraine,2009,2.548,71.11,309536.6611,87.47616262,22246256,24.75983114
Ukraine,2010,2.61,77.38,329151.167,95.72973045,22140771,25.6492814
Ukraine,2011,2.099,83.35,345050.8317,104.8050739,22037073,24.83912427
Ukraine,2012,2.139,87.87,337799.5732,102.6227884,21940939,24.26605241
Ukraine,2013,3.047,87.26,333186.4969,94.00166945,21834999,22.43026499
Ukraine,2014,2.324,76.35,298994.1535,100.6917825,21670714,22.81899157
Ukraine,2015,1.953,62.21,249647.2432,107.8066163,21569556,21.72795774
Ukraine,2016,2.408,67.22,261515.8028,105.5212049,21469121,23.17836207
Ukraine,2017,3.029,54.17,235470.1646,104.0349829,21368630,23.28880022
Ukraine,2018,3.462,55.83,246996.3706,99.19981507,21276539,23.29333298
Ukraine,2019,3.394,52.64,236094.6283,90.51123429,21190326,22.58041968
Ukraine,2020,4.957,48.09,227341.5857,79.15645238,20621250,20.79994297
United Kingdom,1990,0.68,225.43,749506.1766,48.23294119,NA,27.41656171
United Kingdom,1991,0.61,226.06,758371.2752,45.29980693,29083861,26.71614251
United Kingdom,1992,0.742,213.53,740584.2728,46.28974605,28980864,26.32776679
United Kingdom,1993,0.668,196.52,722308.7558,49.73079335,28773930,25.74790133
United Kingdom,1994,0.825,192.33,719914.5528,51.86795702,28764405,26.27401757
United Kingdom,1995,0.79,195.52,712173.795,50.99577975,28774443,24.36253074
United Kingdom,1996,0.644,195.27,733986.3594,52.24380847,28921109,24.49051806
United Kingdom,1997,0.825,179.54,714024.2929,50.97340585,29090800,23.62815383
United Kingdom,1998,0.988,184.83,711872.2035,49.33645535,29150168,22.97614124
United Kingdom,1999,1.108,181.25,688179.7436,49.6314395,29238964,22.57306029
United Kingdom,2000,1.135,196.82,690358.4413,52.5217306,29511805,22.62307949
United Kingdom,2001,1.085,203.54,698896.1741,52.82161351,29521902,21.71471947
United Kingdom,2002,1.288,201.71,680705.9907,51.37963421,29839231,21.29240356
United Kingdom,2003,1.237,213.75,689494.6329,50.23952305,30095093,20.84088962
United Kingdom,2004,1.607,211.15,684154.1462,50.45171124,30341589,20.24221309
United Kingdom,2005,1.929,213.22,677964.168,52.68071684,30813208,20.26675265
United Kingdom,2006,2.122,222.21,674231.373,56.91442748,31317980,20.13120585
United Kingdom,2007,2.423,220.65,658848.8085,52.96435344,31527354,19.73771184
United Kingdom,2008,2.911,215.63,638236.3597,56.69860693,31927772,19.99353665
United Kingdom,2009,3.549,190.13,581933.7885,55.00438403,32084960,18.55479267
United Kingdom,2010,3.671,197.6,594574.7842,59.27277497,32236187,18.58807263
United Kingdom,2011,4.921,183.85,551090.6869,63.56540097,32478068,18.32544404
United Kingdom,2012,5.468,195.48,570949.2799,62.22598273,32778349,18.30164292
United Kingdom,2013,6.956,181.62,553319.1051,61.99911191,33061439,18.6217729
United Kingdom,2014,8.872,156.49,513738.0731,59.09480412,33331376,18.22869519
United Kingdom,2015,10.955,134.8,498506.3318,57.20354969,33614102,18.09417512
United Kingdom,2016,11.083,113.1,480170.1458,59.70039841,33939706,17.59399893
United Kingdom,2017,12.934,102.21,463736.3259,63.12165003,34128763,17.80509988
United Kingdom,2018,14.486,94.72,455529.9423,64.54264825,34415434,17.90039883
United Kingdom,2019,16.168,85.9,439332.0716,64.66513364,34695933,17.75881958
United Kingdom,2020,19.94,76,398323.6546,58.77455938,34633314,17.38801913
United States,1990,4.724,NA,5855541.47,19.81506735,NA,NA
United States,1991,4.724,NA,5810376.768,19.78644812,128277990,NA
United States,1992,4.261,NA,5894661.485,19.9505945,130387356,NA
United States,1993,4.57,NA,6006008.717,20.0446187,131792391,NA
United States,1994,4.254,NA,6100512.901,21.05545916,134076659,NA
United States,1995,4.762,NA,6168767.255,22.45338165,135975697,NA
United States,1996,5.018,NA,6338951.954,22.68707199,138055157,NA
United States,1997,5.114,NA,6600798.258,23.4283278,140577814,23.13210776
United States,1998,4.696,NA,6646954.438,22.82589398,142198651,22.67056079
United States,1999,4.583,NA,6647798.804,23.31356973,144105404,22.55860356
United States,2000,4.027,2171.62,6810655.857,25.10298556,146165416,22.45157732
United States,2001,3.421,2137.31,6759405.527,22.96718302,147200475,21.46900602
United States,2002,4.016,2170.89,6605762.539,22.28638421,148166550,20.65247488
United States,2003,4.18,2205.51,6670155.705,22.62729729,148886198,20.73946229
United States,2004,4.101,2238.35,6752991.006,24.44805666,150113013,20.95003175
United States,2005,4.219,2292.77,6772890.756,25.63855734,152044690,21.20627338
United States,2006,4.679,2265.58,6683781.075,26.97528581,154154002,21.58696795
United States,2007,4.373,2330.84,6787855.005,28.01201556,155503665,21.42388054
United States,2008,5.004,2283.56,6601049.857,29.86778753,157246174,20.79350161
United States,2009,5.799,2092.92,6184149.347,24.75952764,157377606,19.26847455
United States,2010,5.84,2207.78,6454244.95,28.21988294,157357516,19.31024883
United States,2011,6.897,2116.25,6254958.264,30.84247858,157443452,19.40749752
United States,2012,6.886,2024.04,6036576.77,30.68183958,158452840,19.16261395
United States,2013,7.134,2034.07,6177416.993,29.94130628,158809862,19.19889036
United States,2014,7.263,2038.82,6224268.726,29.90656934,159540139,19.26843376
United States,2015,7.469,1938.82,6112057.281,27.68821393,160644681,18.49671277
United States,2016,8.284,1857.78,6003240.816,26.45259779,162448669,17.93687249
United States,2017,9.08,1787.27,5947835.047,27.12533822,163971527,18.30874423
United States,2018,8.963,1827.7,6154645.789,27.44535913,165307010,18.51954615
United States,2019,9.313,1718.34,6039739.492,26.27805493,167100511,18.16115523
United States,2020,10.52,1565.52,5505180.89,23.10475333,165649358,17.29290722
Uzbekistan,1990,3.783,NA,168028.2002,NA,NA,33.31411268
Uzbekistan,1991,3.482,NA,169858.387,NA,7412254,36.68213936
Uzbekistan,1992,3.825,NA,158407.3,NA,7750070,36.12646476
Uzbekistan,1993,4.299,NA,161096.1952,NA,7989730,31.23268683
Uzbekistan,1994,4.227,NA,158785.827,NA,8252747,24.25305498
Uzbekistan,1995,3.609,NA,148821.2135,NA,8470833,24.14344987
Uzbekistan,1996,3.695,NA,150117.2148,NA,8687886,26.08320652
Uzbekistan,1997,3.298,NA,154394.4483,57.19859136,8884329,22.87337612
Uzbekistan,1998,3.286,NA,171375.0057,45.41795478,9089993,22.4
Uzbekistan,1999,2.896,NA,171679.5055,36.61885881,9263024,21.04610412
Uzbekistan,2000,2.923,51.71,178537.9121,44.05402998,9490794,20.22975796
Uzbekistan,2001,2.965,52.04,181020.0123,56.77627759,9717598,19.95208414
Uzbekistan,2002,2.954,51.84,187309.1577,58.95452471,9951478,19.38874124
Uzbekistan,2003,3.751,48.61,179661.6516,70.45927469,10177216,20.44595693
Uzbekistan,2004,3.366,52.58,183510.4851,76.5956692,10360242,22.30568469
Uzbekistan,2005,3.505,46.94,176522.0375,69.52525842,10548387,26.01203261
Uzbekistan,2006,3.172,54.53,187441.66,67.47129217,10734030,26.83847024
Uzbekistan,2007,3.277,54.65,182543.9143,74.41419298,10910271,26.86271728
Uzbekistan,2008,2.353,56.74,191729.5794,79.74799203,11103030,29.0650709
Uzbekistan,2009,3.453,54.36,178756.0309,68.6731422,11313657,30.35264382
Uzbekistan,2010,4.321,54.76,189868.2555,49.2558698,11680604,21.22951481
Uzbekistan,2011,2.869,59.05,192741.5348,49.64347272,12035107,19.77798046
Uzbekistan,2012,3.213,58.21,177314.0946,44.227955,12225969,20.42793816
Uzbekistan,2013,3.14,61.49,175953.9491,42.36690559,12404289,21.29451964
Uzbekistan,2014,2.953,62.5,168051.3289,36.35907914,12579726,22.07089255
Uzbekistan,2015,3.01,63.82,163078.0148,30.75050866,12741960,22.52046082
Uzbekistan,2016,3.518,65.41,172067.6887,29.19229704,12913664,22.9212713
Uzbekistan,2017,3.947,66.74,177384.47,47.78465936,13093345,23.56048419
Uzbekistan,2018,2.892,71.71,184839.7261,71.20556191,13249966,27.24191174
Uzbekistan,2019,3.153,71.57,190208.9017,72.51832673,13403597,30.90516633
Uzbekistan,2020,2.435,77.25,187520.3945,61.8391899,13371680,30.98354126
Venezuela,1990,18.119,NA,291512.1715,57.70721738,NA,57.7474234
Venezuela,1991,21.676,NA,307022.1177,55.71963976,8113709,53.49224953
Venezuela,1992,21.256,NA,309147.4298,53.4761392,8364992,51.49000008
Venezuela,1993,21.577,NA,316608.1585,52.39018552,8603005,48.6611148
Venezuela,1994,21.47,NA,321454.4602,51.444814,8834449,40.86739491
Venezuela,1995,20.915,NA,347941.1064,47.34234294,9092367,37.65115538
Venezuela,1996,22.462,NA,375684.2491,55.97242779,9337029,44.75870587
Venezuela,1997,22.598,NA,395030.0223,51.24503641,9610258,46.35358941
Venezuela,1998,22.784,NA,394351.702,43.59939293,9862629,40.57408352
Venezuela,1999,24.485,NA,373291.9303,42.07023048,10083567,41.94066183
Venezuela,2000,24.087,18.14,389294.8503,47.85722155,10352312,46.40484826
Venezuela,2001,21.733,23.57,396080.286,42.14126802,10620070,42.91029316
Venezuela,2002,21.299,25.18,379322.48,48.57571065,10817560,46.65496991
Venezuela,2003,23.916,24.25,362799.3742,50.57700738,11007230,48.84170707
Venezuela,2004,24.717,22.53,387701.9182,55.3674556,11383901,51.11347644
Venezuela,2005,25.994,22.26,407818.5093,60.12732976,11695705,53.08839747
Venezuela,2006,24.803,22.88,406140.2103,58.66559156,12062613,51.9276624
Venezuela,2007,24.065,24.86,401316.6245,56.19909548,12233922,49.28286268
Venezuela,2008,24.359,25.73,417682.8076,51.82901238,12453087,50.61245934
Venezuela,2009,23.717,26.56,406253.4845,38.52092966,12638870,40.81209353
Venezuela,2010,22.234,28.67,409219.1125,46.13689352,12831302,48.40860228
Venezuela,2011,22.715,26.79,406627.4297,49.6381216,13014061,48.63213241
Venezuela,2012,21.246,35.91,441972.7896,50.40356738,13131113,45.16019843
Venezuela,2013,21.443,40.24,444427.2276,54.27776127,13251950,44.72616122
Venezuela,2014,21.541,39.35,439569.7724,48.09081353,13365100,37.24468889
Venezuela,2015,20.805,40.67,415758.6735,NA,13467003,NA
Venezuela,2016,18.971,41.72,387896.943,NA,13499592,NA
Venezuela,2017,21.387,33.3,351794.2988,NA,13279022,NA
Venezuela,2018,23.747,32,310340.0983,NA,12663428,NA
Venezuela,2019,25.218,27.32,258588.894,NA,11515104,NA
Venezuela,2020,33.44,14.4,194259.7019,NA,10397649,NA
Vietnam,1990,20.584,NA,73263.51694,81.31569794,NA,22.67429389
Vietnam,1991,23.791,NA,77098.44582,66.94695239,32731098,23.79443858
Vietnam,1992,24.912,NA,79687.8731,73.57688513,33523960,27.26359787
Vietnam,1993,24.04,NA,84985.36878,66.21226715,34342796,28.90031228
Vietnam,1994,24.973,NA,89874.90056,77.47319794,35168396,28.86845083
Vietnam,1995,24.609,NA,97398.62571,74.72126592,36011734,28.75591982
Vietnam,1996,24.358,NA,105395.127,92.7057468,36895984,29.72988869
Vietnam,1997,20.528,NA,113203.6341,94.34448407,37199016,32.0751348
Vietnam,1998,18.065,NA,123192.0154,97.00124851,37949913,32.49126772
Vietnam,1999,21.659,NA,128165.1053,102.7874066,38878581,34.49475174
Vietnam,2000,20.092,8.55,135695.62,111.4170944,39197846,36.73077533
Vietnam,2001,22.102,8.9,140236.5357,111.955938,40501911,38.12942166
Vietnam,2002,20.063,12.33,152726.3708,116.6968687,41125859,38.48667879
Vietnam,2003,19.298,15.38,160509.708,124.3279544,41724856,39.47000781
Vietnam,2004,14.764,18.81,179675.9799,133.0164979,42252511,40.20874953
Vietnam,2005,12.847,24.09,188782.8465,130.714846,43725098,38.1311399
Vietnam,2006,16.607,25.96,193546.1331,138.3136219,45207163,38.58473103
Vietnam,2007,17.202,28.16,206509.7008,154.605384,46689587,38.51162485
Vietnam,2008,16.01,29.93,217120.1443,154.3174796,48035092,37.07769638
Vietnam,2009,17.948,33.22,239357.4617,134.7063177,49365082,37.38818638
Vietnam,2010,14.712,41.34,257248.093,113.977688,50409727,33.02287714
Vietnam,2011,19.027,41.16,261809.3939,125.2605783,51233476,34.58040878
Vietnam,2012,23.464,42.54,263337.4291,123.2241167,51880301,35.86023239
Vietnam,2013,23.957,46.22,276064.746,130.8463553,53110641,35.57515044
Vietnam,2014,23.185,56.67,291458.4244,135.4105206,53761703,35.29856849
Vietnam,2015,18.356,74.31,313934.3897,144.9142279,54503887,34.26654664
Vietnam,2016,19.15,84.26,333617.9621,145.4095071,54678041,34.11522886
Vietnam,2017,23.902,79.73,342192.0449,160.9800835,54999075,35.39036407
Vietnam,2018,20.559,97.28,399800.796,164.6639368,55246118,36.54243341
Vietnam,2019,15.799,122.72,454889.6818,164.7042145,55877866,36.8031369
Vietnam,2020,18.54,121.44,470578.1002,163.2458628,54751935,36.74371329
