Year,Country,Economic_Rank,Institutional_Rank,Quality_of_Life_Rank,Ease_of_Living_Rank,Sustainability_Rank
1978,Tajikistan,3,104,106,66,96
1978,Kosovo,9,80,92,67,111
1978,Luxembourg,134,60,55,68,64
1978,St. Martin (French part),114,76,60,69,54
1978,Ireland,137,97,24,70,80
1978,Portugal,165,117,46,71,10
1978,Costa Rica,158,130,35,72,12
1978,Uruguay,176,114,33,73,24
1978,British Virgin Islands,82,53,77,74,63
1978,North Macedonia,84,129,64,75,47
1978,Guam,95,57,69,76,87
1978,Spain,110,116,51,77,72
1978,Georgia,177,100,61,77,15
1978,"Bahamas, The",83,105,67,78,76
1978,St. Kitts and Nevis,114,41,79,79,65
1978,Trinidad and Tobago,146,84,63,80,62
1978,Belize,26,106,102,81,97
1978,Panama,138,111,62,82,68
1978,Central Europe and the Baltics,169,58,68,84,86
1978,Curacao,130,127,66,85,66
1978,Europe & Central Asia (excluding high income),63,66,88,86,114
1978,Turks and Caicos Islands,179,49,83,87,81
1978,Albania,162,40,84,88,94
1978,St. Lucia,114,45,86,90,112
1978,New Caledonia,100,67,90,91,115
1978,Samoa,56,120,104,92,95
1978,French Polynesia,69,108,103,93,98
1978,Ukraine,118,82,91,94,100
1978,Isle of Man,116,99,94,95,90
1978,Late-demographic dividend,9,134,118,96,118
1978,Chile,182,90,72,97,99
1978,Sri Lanka,114,67,89,97,115
1978,Caribbean small states,61,102,110,99,101
1978,Libya,34,178,111,100,92
1978,Jordan,124,103,93,101,103
1978,Virgin Islands (U.S.),117,78,95,102,116
1978,Greenland,95,87,108,103,105
1978,Iraq,90,101,109,104,104
1978,East Asia & Pacific,152,72,100,105,106
1978,Tonga,143,80,92,106,111
1978,Moldova,125,113,99,107,107
1978,Mauritius,170,86,101,108,91
1978,"Micronesia, Fed. Sts.",172,86,101,109,91
1978,Thailand,156,92,105,110,88
1978,Malaysia,149,107,96,111,110
1978,Small states,8,171,136,112,134
1978,Dominican Republic,16,150,138,114,125
1978,Upper middle income,28,175,123,115,141
1978,Latin America & Caribbean,30,176,128,116,127
1978,Sudan,5,160,142,117,144
1978,Paraguay,123,138,112,118,102
1978,Solomon Islands,8,157,147,119,137
1978,Fiji,67,145,119,120,119
1978,Eswatini,31,164,135,121,124
1978,Botswana,76,148,115,122,132
1978,Kyrgyz Republic,9,159,146,123,136
1978,Colombia,184,183,107,124,51
1978,Latin America & Caribbean (excluding high income),30,172,131,125,164
1978,Latin America & the Caribbean (IDA & IBRD countries),30,177,132,126,163
1978,Mexico,186,180,101,127,109
1978,Armenia,98,162,113,127,128
1978,World,117,128,117,128,117
1978,China,131,81,121,129,146
1978,Philippines,160,16,141,130,108
1978,Zimbabwe,117,148,114,131,139
1978,Ecuador,163,29,133,133,160
1978,Cabo Verde,86,143,134,134,122
1978,Kazakhstan,93,181,120,135,148
1978,Tunisia,147,110,125,136,133
1978,Brazil,81,186,116,137,129
1978,Sao Tome and Principe,43,124,151,138,159
1978,Sub-Saharan Africa,5,118,191,139,167
1978,Sub-Saharan Africa (excluding high income),5,118,193,140,167
1978,Sub-Saharan Africa (IDA & IBRD countries),5,118,195,141,167
1978,Tuvalu,120,173,122,142,157
1978,Djibouti,16,126,187,143,155
1978,Guyana,65,166,140,144,120
1978,Uzbekistan,167,170,124,145,138
1978,Honduras,66,158,145,146,135
1978,Early-demographic dividend,17,151,181,147,174
1978,East Asia & Pacific (excluding high income),152,174,126,148,131
1978,Oman,22,122,188,149,166
1978,Lesotho,36,133,158,150,185
1978,Lower middle income,39,133,159,151,187
1978,Low & middle income,34,141,170,152,182
1978,Arab World,49,123,157,153,175
1978,East Asia & Pacific (IDA & IBRD countries),152,179,127,154,147
1978,Ghana,40,144,182,155,169
1978,Turkmenistan,179,168,129,156,149
1978,IDA total,51,133,160,157,188
1978,Lao PDR,9,118,207,158,167
1978,Saudi Arabia,41,187,155,159,123
1978,IDA blend,121,160,142,160,144
1978,IDA only,50,152,178,161,171
1978,Vanuatu,167,165,137,161,150
1978,Zambia,117,154,148,162,140
1978,IBRD only,122,161,144,163,142
1978,Lebanon,38,188,149,164,130
1978,Marshall Islands,96,119,156,165,168
1978,Indonesia,153,11,166,166,191
1978,Pacific island small states,164,167,139,167,121
1978,Cameroon,60,139,185,167,151
1978,Nauru,140,160,143,168,145
1978,IDA & IBRD total,122,124,150,169,156
1978,India,135,73,154,170,184
1978,Central African Republic,61,126,187,171,155
1978,Fragile and conflict affected situations,67,136,162,172,188
1978,Peru,115,112,169,173,153
1978,Heavily indebted poor countries (HIPC),68,140,184,174,170
1978,Haiti,65,144,183,174,169
1978,Pakistan,178,3,199,175,189
1978,Bolivia,74,139,185,175,151
1978,Bangladesh,54,118,194,176,167
1978,Least developed countries: UN classification,30,118,205,177,167
1978,South Africa,112,125,168,178,154
1978,Kiribati,92,132,161,179,188
1978,Bhutan,73,153,179,180,173
1978,Kenya,92,142,165,181,180
1978,Gabon,155,124,152,182,159
1978,Guatemala,95,137,164,183,186
1978,Liberia,37,118,208,184,167
1978,Ethiopia,31,118,211,185,167
1978,Azerbaijan,91,182,158,186,161
1978,Guinea-Bissau,99,146,174,187,177
1978,Eritrea,31,118,219,188,167
1978,Low income,39,118,212,188,167
1978,Nicaragua,109,155,177,189,158
1978,Guinea,99,153,180,189,173
1978,Algeria,185,1,229,190,190
1978,Nigeria,106,140,184,192,170
1978,Senegal,44,118,215,193,167
1978,Morocco,141,23,200,194,178
1978,Benin,26,118,228,195,167
1978,"Yemen, Rep.",117,147,175,196,179
1978,Middle income,126,141,171,197,183
1978,South Asia,128,144,182,198,169
1978,Namibia,142,136,163,199,188
1978,Other small states,148,142,167,200,181
1978,Middle East & North Africa,175,135,186,201,152
1978,Rwanda,56,118,224,202,167
1978,Mauritania,170,146,173,203,177
1978,El Salvador,171,149,176,203,172
1978,Comoros,180,126,187,204,155
1978,Cambodia,60,118,223,205,167
1978,Papua New Guinea,132,118,197,206,167
1978,Middle East & North Africa (excluding high income),127,118,199,207,167
1978,"Congo, Rep.",157,118,189,208,167
1978,Myanmar,139,118,198,209,167
1978,Mongolia,107,169,196,210,165
1978,Burundi,86,118,213,211,167
1978,Burkina Faso,87,118,214,212,167
1978,Middle East & North Africa (IDA & IBRD countries),174,118,190,214,167
1978,Nepal,151,14,217,215,192
1978,Mali,96,118,220,216,167
1978,South Asia (IDA & IBRD),145,118,202,217,167
1978,Sierra Leone,101,118,218,218,167
1978,Uganda,120,118,206,219,167
1978,Togo,161,118,201,220,167
1978,Maldives,136,118,203,221,167
1978,Madagascar,134,118,204,222,167
1978,Niger,105,118,225,223,167
1978,Somalia,128,118,219,224,167
1978,Malawi,136,118,216,225,167
1978,"Gambia, The",150,118,210,226,167
1978,Timor-Leste,161,118,209,227,167
1978,South Sudan,144,118,222,228,167
1978,Pre-demographic dividend,159,118,216,229,167
1978,Mozambique,139,118,227,230,167
1978,Chad,173,118,217,231,167
1978,Equatorial Guinea,168,118,221,232,167
1978,"Congo, Dem. Rep.",180,118,215,233,167
1978,Tanzania,154,118,226,233,167
1978,Angola,162,118,230,234,167
1978,Africa Eastern and Southern,162,118,231,235,167
1978,Africa Western and Central,162,118,232,236,167
1978,Afghanistan,162,118,233,237,167
