Year,Country,Economic_Rank,Institutional_Rank,Quality_of_Life_Rank,Ease_of_Living_Rank,Sustainability_Rank
1974,Philippines,136,13,138,106,102
1974,Latin America & the Caribbean (IDA & IBRD countries),16,152,135,107,133
1974,Libya,19,152,134,108,133
1974,India,168,1,175,109,179
1974,Fiji,45,148,118,110,118
1974,Botswana,40,137,120,111,115
1974,Indonesia,153,5,145,112,126
1974,New Caledonia,106,153,110,113,114
1974,China,79,174,112,114,113
1974,Tuvalu,85,172,114,115,122
1974,Dominican Republic,34,156,129,116,117
1974,Samoa,29,160,123,117,152
1974,Latin America & Caribbean (excluding high income),16,116,149,118,170
1974,Sudan,31,152,136,119,135
1974,Turkmenistan,159,166,111,120,121
1974,Eswatini,12,124,159,121,178
1974,Uzbekistan,158,171,109,122,130
1974,Low & middle income,19,123,156,123,181
1974,Lesotho,20,140,166,124,163
1974,Guatemala,89,155,127,125,119
1974,East Asia & Pacific,143,137,121,126,120
1974,Pakistan,164,2,191,127,184
1974,Cyprus,6,181,183,128,106
1974,"Micronesia, Fed. Sts.",151,150,119,129,123
1974,Zambia,87,158,124,130,142
1974,Zimbabwe,87,154,131,131,134
1974,Guyana,72,145,139,132,127
1974,Ecuador,162,175,108,133,154
1974,Paraguay,107,159,122,133,143
1974,Early-demographic dividend,34,114,154,134,168
1974,Ghana,61,112,147,135,157
1974,Fragile and conflict affected situations,45,108,153,136,167
1974,Middle East & North Africa (excluding high income),103,145,140,137,127
1974,Mauritius,152,155,128,138,116
1974,Kenya,56,116,148,139,170
1974,East Asia & Pacific (IDA & IBRD countries),143,161,130,139,117
1974,Kazakhstan,57,177,133,140,160
1974,IDA & IBRD total,95,115,144,141,148
1974,Djibouti,34,121,181,142,140
1974,Sao Tome and Principe,32,139,164,143,164
1974,Lao PDR,9,111,197,144,156
1974,Marshall Islands,118,145,141,145,129
1974,East Asia & Pacific (excluding high income),142,157,125,146,137
1974,IBRD only,95,113,146,146,149
1974,Lower middle income,19,111,193,146,156
1974,Bhutan,41,119,182,147,141
1974,Mongolia,80,164,143,148,153
1974,Bolivia,40,126,178,149,147
1974,South Africa,126,18,173,150,186
1974,Cabo Verde,50,124,159,151,178
1974,Iraq,124,115,144,152,148
1974,Least developed countries: UN classification,16,111,198,152,156
1974,IDA only,38,142,171,153,166
1974,IDA total,38,138,172,154,169
1974,Low income,19,111,198,155,156
1974,Arab World,30,111,192,156,156
1974,Honduras,69,120,155,158,180
1974,Eritrea,12,111,215,159,156
1974,Kiribati,56,142,170,159,166
1974,Nicaragua,98,96,161,160,173
1974,Ethiopia,12,111,219,161,156
1974,Azerbaijan,55,176,157,162,151
1974,Oman,68,128,179,163,144
1974,Liberia,21,111,205,164,156
1974,Middle East & North Africa (IDA & IBRD countries),151,144,142,165,145
1974,Cameroon,71,126,178,166,147
1974,Peru,97,67,186,167,161
1974,Central African Republic,73,135,162,168,174
1974,El Salvador,120,116,149,169,170
1974,"Congo, Rep.",134,116,148,170,170
1974,IDA blend,94,133,174,170,158
1974,Guinea,92,140,165,171,163
1974,Guinea-Bissau,93,140,165,171,163
1974,Nauru,139,116,150,172,170
1974,"Yemen, Rep.",87,109,184,172,159
1974,Heavily indebted poor countries (HIPC),70,111,188,173,156
1974,Pacific island small states,163,108,151,175,171
1974,Haiti,70,111,190,176,156
1974,Saudi Arabia,26,179,185,177,150
1974,Mexico,165,180,116,178,177
1974,Nepal,147,7,206,179,182
1974,Morocco,140,11,203,180,183
1974,Gabon,130,127,160,181,176
1974,"Gambia, The",129,142,169,182,166
1974,Middle East & North Africa,151,123,158,183,181
1974,Rwanda,29,111,214,183,156
1974,Vanuatu,158,129,180,184,139
1974,Papua New Guinea,138,142,168,185,165
1974,Senegal,32,111,209,185,156
1974,Sub-Saharan Africa (excluding high income),31,111,211,185,156
1974,Middle income,102,111,191,186,156
1974,Sub-Saharan Africa,31,111,214,187,156
1974,Sub-Saharan Africa (IDA & IBRD countries),31,111,214,187,156
1974,Other small states,163,131,177,188,146
1974,Bangladesh,78,111,194,189,156
1974,Burundi,50,111,204,190,156
1974,Mauritania,152,111,187,190,156
1974,Namibia,141,111,189,191,156
1974,Benin,42,111,221,192,156
1974,Burkina Faso,48,111,215,193,156
1974,Uganda,85,111,199,194,156
1974,Cambodia,71,111,215,195,156
1974,Sierra Leone,101,111,207,196,156
1974,Chad,104,111,206,197,156
1974,Myanmar,131,111,195,198,156
1974,Nigeria,105,111,212,199,156
1974,Niger,105,111,220,200,156
1974,Madagascar,137,111,196,201,156
1974,Pre-demographic dividend,110,111,217,202,156
1974,Timor-Leste,145,111,195,202,156
1974,South Asia,132,111,201,203,156
1974,Algeria,109,45,224,204,155
1974,Equatorial Guinea,117,111,216,204,156
1974,Maldives,137,111,200,205,156
1974,Mali,118,111,222,206,156
1974,Togo,150,111,198,206,156
1974,Tanzania,145,111,202,207,156
1974,Malawi,137,111,210,208,156
1974,Comoros,160,111,202,209,156
1974,Mozambique,131,111,218,209,156
1974,Somalia,132,111,218,209,156
1974,South Asia (IDA & IBRD),167,111,200,210,156
1974,"Congo, Dem. Rep.",160,111,208,211,156
1974,South Sudan,166,111,213,212,156
1974,Angola,113,111,223,213,156
1974,Africa Eastern and Southern,113,111,225,214,156
1974,Africa Western and Central,113,111,226,215,156
1974,Afghanistan,113,111,227,216,156
